"population","year","accession_name","accession","row","column","num_peds","num_no_fruit","num_berries","num_aborted_flower","num_aborted_berries","total_berry_weight","upright_length","secondary_growth","dry_wt_leaves","berry_length","berry_width","berry_weight","num_seeds","calyx_diam","calyx_lobe_form","calyx_lobe_size","berry_skin","rebud","chimera_LvW","chimera_eccentricity","chimera_solidity","chimera_tortuosity","chimera_umccLogX","chimera_umccLogY"
1,2011,"CNJ04_2_3","R3C3","3","3",3.7,1,1.6,0.9,0.2,3.622,3.15,NA,0.0737,21.803,18.41,2.535,16.3,3.04,1,0.9,1.3,0.9,1.29053085405047,0.632114585416451,0.990455747633102,111,447.079931461165,446.386784280605
1,2011,"CNJ04_2_30","R3C30","3","30",4.2,0.6,2.2,1.3,0.1,5.366,3.36,2.5,0.078,24.595,18.337,2.976,19.9,2.923,1.4,0.75,1.6,0.7,1.55970264097694,0.767417376822317,0.989861259338314,89.2048327646991,484.509879211402,449.159373002845
1,2011,"CNJ04_2_31","R3C31","3","31",4.7,0.3,2.6,0.7,1.1,6.953,3.03,2.65,0.0798,24.058,18.572,3.101,19,2.819,0.4,0.9,1.1,1,1.5704585388767,0.771064784781837,0.987084447841039,106.909665529398,494.907086919801,457.477139169564
1,2011,"CNJ04_2_32","R3C32","3","32",4.44444444444444,1.44444444444444,2.11111111111111,0.333333333333333,0.555555555555556,4.475,3.77,2.6,0.0879,20.9071428571429,18.075,2.171,22.4,2.92,0.4,0.6,2.3,1,1.28053224567252,0.624624455258653,0.991201327519006,119.204832764699,457.477139169564,454.704550447324
1,2011,"CNJ04_2_33","R3C33","3","33",3.2,0,2.2,0.8,0.2,5.973,4.07,1.6,0.0771,23.603,17.459,2.828,16.5,3.101,1.9,1.5,1.5,1,1.52425188681813,0.754709131280887,0.98936170212766,86.4096655293983,466.488052516843,440.148459655565
1,2011,"CNJ04_2_34","R3C34","3","34",3.8,0.6,2.7,0.1,0.4,7.372,4.74,1.2,0.0958,22.667,18.764,3.01,27.4,2.864,1.5,1.4,2,1,1.52425188681813,0.754709131280887,0.98936170212766,86.4096655293983,466.488052516843,440.148459655565
1,2011,"CNJ04_2_35","R3C35","3","35",3.8,0.3,2.3,0.6,0.6,6.945,3.14,NA,0.0632,25.266,18.293,3.361,17.1,2.901,0.5,1.8,1.4,1,1.54590783614344,0.762601059779727,0.989486515313119,89.4096655293983,477.578407405802,446.386784280605
1,2011,"CNJ04_2_36","R3C36","3","36",4.6,0.8,2.2,1.5,0.1,5.246,2.71111111111111,2.2,0.0537,21.531,17.216,2.635,22.9,3.037,1.9,1.9,1.6,0.9,1.52425188681813,0.754709131280887,0.98936170212766,86.4096655293983,466.488052516843,440.148459655565
1,2011,"CNJ04_2_4","R3C4","3","4",4,0.8,2.3,0.9,0,5.096,3.21,1.26,0.0667,20.712,17.809,2.463,22.1,2.765,0.8,0.9,1.5,0.8,1.40903424376239,0.704498013473049,0.989344637946838,91.7048327646991,456.090844808444,443.614195558365
1,2011,"CNJ04_2_5","R3C5","3","5",3.4,0.6,2,0.1,0.7,5.299,4.1,2.6,0.0898,24.39,18.74,2.912,22.1,3.51,0.7,1.3,1.88888888888889,0.8,1.6105315240873,0.783879465067568,0.989558722658334,96.2048327646991,498.372822822601,456.090844808444
1,2011,"CNJ04_2_6","R3C6","3","6",4.3,0.5,2.9,0.7,0.2,8.045,4.53,1.15,0.0984,24.146,19.117,3.197,22.2,2.895,0.3,1,1.4,1,1.64178987232125,0.793100078545195,0.986752704498007,112,500.45226436428,459.556580711244
1,2011,"CNJ04_2_7","R3C7","3","7",3.3,0.6,1.8,0.8,0.1,4.537,4.23,1.66666666666667,0.0568,22.066,18.971,2.851,21.1,2.88,1.3,0.8,1.8,0.9,1.42990839281308,0.714783793574969,0.990258121428297,105.204832764699,472.726377141883,451.931961725084
1,2011,"CNJ04_2_8","R3C8","3","8",3.9,0.7,2,0.4,0.8,5.228,4.08,1.88333333333333,0.0959,23.696,18.517,2.837,20.2,2.726,0.9,1,1.8,0.8,1.66384810600145,0.799236689645521,0.984854221885649,123.204832764699,499.065970003161,457.477139169564
1,2011,"CNJ04_2_9","R3C9","3","9",3.4,0.7,1.4,0.5,0.8,3.173,4.15555555555556,1.9,0.0794,24.8177777777778,16.5988888888889,2.55,19.6,2.68,1.5,1.3,1.33333333333333,0.9,1.52425188681813,0.754709131280887,0.98936170212766,86.4096655293983,466.488052516843,440.148459655565
1,2011,"CNJ04_21_1","R4C1","4","1",4.2,0.7,1.2,0.9,1.4,3.878,3.68,1,0.05269,22.791,19.631,3.179,27.6,3.352,0.3,0.3,1.6,0.6,1.48207027334197,0.738062969132149,0.990455297694646,110,492.827645378121,460.249727891804
1,2011,"CNJ04_21_10","R4C10","4","10",4.625,1.375,1.875,1,0.375,5.75222222222222,3.17777777777778,2.03333333333333,0.0677777777777778,25.6477777777778,19.1077777777778,3.43444444444444,21.6666666666667,3.12555555555556,1.22222222222222,2,1.77777777777778,0.888888888888889,1.52376951893481,0.754528544185566,0.989284900068394,86.4096655293983,466.488052516843,440.148459655565
1,2011,"CNJ04_21_11","R4C11","4","11",4.9,0.8,2.5,0.7,0.9,5.789,3.71,1.6,0.0982,22.874,18.494,2.726,23,2.879,0.7,0.9,1.6,0.9,1.59887353367515,0.780271995012422,0.990467804915397,93,494.213939739241,455.397697627884
1,2011,"CNJ04_21_12","R4C12","4","12",4,0.375,2.625,0.25,0.75,6.856,2.28,2.4,0.08,25.233,18.202,2.944,25.4,2.834,1.2,1,2.1,0.7,1.49474016985014,0.743251066346965,0.989569005043558,97.6144982940974,474.805818683563,449.159373002845
1,2011,"CNJ04_21_13","R4C13","4","13",4.8,0.7,2.1,1.8,0.2,5.562,2.98,0.7,0.065,21.802,18.481,2.909,21.8,2.876,1.4,1.6,1.5,0.9,1.52824421552716,0.756195564269505,0.988999734476349,87.6144982940974,471.340082780763,442.921048377805
1,2011,"CNJ04_21_14","R4C14","4","14",4.2,0.7,2.2,0.7,0.6,5.436,4.18,1.6,0.0722,23.646,18.148,2.807,25,3.058,0.7,1.3,1.4,1,1.47432587878444,0.734807143940049,0.989043292357028,104.409665529398,466.488052516843,444.307342738925
1,2011,"CNJ04_21_15","R4C15","4","15",4.2,0.6,1.5,1.9,0.2,3.49,2.39,1.9,0.0609,21.272,16.735,2.347,19,2.818,0.9,1.1,1.6,1,1.40903424376239,0.704498013473049,0.989344637946838,91.7048327646991,456.090844808444,443.614195558365
1,2011,"CNJ04_21_16","R4C16","4","16",5.4,0.9,2.1,1.3,1.1,4.141,2.97,NA,0.0571,22.041,17.006,2.502,18.6,2.878,1.2,1.6,1.8,0.8,1.52425188681813,0.754709131280887,0.98936170212766,86.4096655293983,466.488052516843,440.148459655565
1,2011,"CNJ04_21_17","R4C17","4","17",4.3,0.3,2.3,1.4,0.3,4.689,4.08,4.8,0.0836,21.914,16.831,2.398,13,2.808,1.2,1.2,1.6,0.8,1.53380930569427,0.758243446306591,0.990360435875943,89.1144982940974,477.578407405802,448.466225822285
1,2011,"CNJ04_21_18","R4C18","4","18",3.3,0.1,1.5,1.4,0.3,4.223,3.48,2.4,0.0595,22.761,18.007,2.846,21.9,3.018,1.8,1.8,1.8,0.9,1.40908698560512,0.704524772988865,0.989343824001222,90.7048327646991,456.783991989004,444.307342738925
1,2011,"CNJ04_21_19","R4C19","4","19",4.3,0.6,2,1.4,0.3,5.423,2.89,1.675,0.0701,23.483,18.067,2.826,25.1,2.579,1.8,1.5,1.4,1,1.52824421552716,0.756195564269505,0.988999734476349,87.6144982940974,471.340082780763,442.921048377805
1,2011,"CNJ04_21_2","R4C2","4","2",3.9,0.2,2.1,0.9,0.7,4.819,4.24444444444444,3.525,0.1085,20.349,18.636,2.501,20.8,3.324,0.7,0.3,2,0.8,1.13185289313357,0.468417878844458,0.990344827586207,124.909665529398,428.364957586046,453.318256086204
1,2011,"CNJ04_21_20","R4C20","4","20",4.7,0.1,2,2.4,0.2,4.615,4.27,1.425,0.0722,19.919,17.456,2.528,20.1,3.078,1.8,1.3,1.8,0.8,1.34819864862832,0.670698090730659,0.98921564878198,104.614498294097,451.931961725084,446.386784280605
1,2011,"CNJ04_21_21","R4C21","4","21",4.8,1.4,1.4,1.9,0.1,2.657,2.81,1.7,0.0464,19.049,16.139,1.997,16.4,2.878,1.4,1.2,2.5,0.9,1.42985726738236,0.714759327271279,0.990258495052543,105.204832764699,472.726377141883,451.931961725084
1,2011,"CNJ04_21_22","R4C22","4","22",2.9,0.1,1.7,0.9,0.2,4.607,3.25,1.5,0.0553,24.76,18.273,2.937,21.2,2.944,1.2,1.3,2,1,1.52425188681813,0.754709131280887,0.98936170212766,86.4096655293983,466.488052516843,440.148459655565
1,2011,"CNJ04_21_23","R4C23","4","23",4.8,0.3,3.3,1.1,0.1,8.1,3.55,1.56666666666667,0.0934,23.759,19.028,2.951,19.6,2.875,1.8,0.2,2,0.9,1.62156179513594,0.787206555799451,0.989410734011351,102,499.759117183721,456.783991989004
1,2011,"CNJ04_21_24","R4C24","4","24",4.2,0.6,1.6,1.7,0.3,3.686,2.7,NA,0.0457,21.988,17.193,2.503,12,2.9093,1.2,0.8,2,0.8,1.54590783614344,0.762601059779727,0.989486515313119,89.4096655293983,477.578407405802,446.386784280605
1,2011,"CNJ04_21_25","R4C25","4","25",3.2,0.2,1.8,1,0.2,4.939,3.2,NA,0.0599,22.755,19.016,2.937,23,3.229,0.8,1.2,2,1,1.62156179513594,0.787206555799451,0.989410734011351,102,499.759117183721,456.783991989004
1,2011,"CNJ04_21_26","R4C26","4","26",4.7,0.3,2.3,1.9,0.2,5.913,4.56,1.65,0.0839,22.668,18.643,2.949,21.2,3.308,0.3,1.4,2,0.8,1.54926909500924,0.763789290882834,0.988528163358954,117.5,494.907086919801,458.863433530684
1,2011,"CNJ04_21_27","R4C27","4","27",4,0.444444444444444,2.44444444444444,1.11111111111111,0,5.076,2.21,0.7,0.0516,21.632,17.755,2.61,22.8,3.089,0.8,1.1,2,0.9,1.52425188681813,0.754709131280887,0.98936170212766,86.4096655293983,466.488052516843,440.148459655565
1,2011,"CNJ04_21_28","R4C28","4","28",2.8,0.1,1.7,0.8,0.2,3.876,3.83,NA,0.0893,20.199,18.251,2.517,19.5,3.068,0.4,1.5,1.7,0.8,1.70155431520976,0.80908040869097,0.980475509743435,128.204832764699,502.53170590596,458.863433530684
1,2011,"CNJ04_21_29","R4C29","4","29",5,0.6,2.1,2.3,0,5.129,3.21,1.38,0.065,20.503,18.639,2.81,8.1,2.928,1.7,1.6,1.5,1,1.28134031990666,0.625239683059635,0.990988227173371,110.704832764699,444.307342738925,446.386784280605
1,2011,"CNJ04_21_3","R4C3","4","3",3.7,0.4,1.7,1.1,0.5,3.808,1.93,1.5,0.0341,22.669,16.715,2.399,23.7,2.702,1.8,1,2,0.8,1.52425188681813,0.754709131280887,0.98936170212766,86.4096655293983,466.488052516843,440.148459655565
1,2011,"CNJ04_21_30","R4C30","4","30",5,0.5,3.5,0.7,0.3,8.7,5.74,2.22,12.9984,21.394,19.141,2.9,29.3,3.014,1.9,0.7,1.9,1,1.53198540563889,0.75757534114197,0.990270808595396,95.5,494.907086919801,460.249727891804
1,2011,"CNJ04_21_31","R4C31","4","31",3.6,0.4,2.3,0.8,0.1,6.353,3.22,2.16666666666667,0.0711,23.844,18.974,3.144,23.4,3.238,1.5,0.5,1.9,0.5,1.57741123800289,0.77337395897078,0.989704873026767,95,491.441351017001,455.397697627884
1,2011,"CNJ04_21_32","R4C32","4","32",3.8,0.8,1.9,0.9,0.2,4.688,2.82,1,0.0646,21.142,19.751,2.729,23.4,3.006,1,1.1,1.9,0.8,1.50383162714665,0.746871795483204,0.990475097544182,100.114498294097,483.816732030842,455.397697627884
1,2011,"CNJ04_21_33","R4C33","4","33",4.33333333333333,0.444444444444444,2.22222222222222,1.33333333333333,0.333333333333333,4.409,3.91,2.45,0.084,22.008,17.825,2.659,20.7,2.952,2,0.3,2.1,0.9,1.54590783614344,0.762601059779727,0.989486515313119,89.4096655293983,477.578407405802,446.386784280605
1,2011,"CNJ04_21_34","R4C34","4","34",3.33333333333333,0.444444444444444,2.33333333333333,0.555555555555556,0,5.966,3.76,1.5,0.0763,22.765,18.9,3.006,23.6,3.621,1.6,0.4,2.4,1,1.52824421552716,0.756195564269505,0.988999734476349,87.6144982940974,471.340082780763,442.921048377805
1,2011,"CNJ04_21_35","R4C35","4","35",4.44444444444444,0.777777777777778,2.22222222222222,1.22222222222222,0.222222222222222,5.259,5.27,2.75,0.0863,19.983,18.133,2.575,18.2,3.049,0.9,1,2,0.5,1.40903424376239,0.704498013473049,0.989344637946838,91.7048327646991,456.090844808444,443.614195558365
1,2011,"CNJ04_21_36","R4C36","4","36",4,0.7,2,1.1,0.2,4.21,3.49,1.9,0.093,21.754,17.685,2.531,20.8,3.159,0.9,0.9,2.3,0.7,1.57741123800289,0.77337395897078,0.989704873026767,95,491.441351017001,455.397697627884
1,2011,"CNJ04_21_4","R4C4","4","4",4.2,0.9,2.1,1,0.2,5.17,3.15,1,0.0639,21.965,18.911,3.126,22.9,2.99,1.5,1.9,1.5,0.8,1.35776113415368,0.676430386503091,0.990138899547234,112.204832764699,457.477139169564,449.159373002845
1,2011,"CNJ04_21_5","R4C5","4","5",5.2,1,2.6,0.9,0.7,5.936,2.85,2.5,0.0649,23.22,17.853,2.634,20.1,3.168,0.3,0.8,1.1,0.9,1.61134196278989,0.784126732538189,0.990194208096455,90.9096655293983,492.827645378121,453.318256086204
1,2011,"CNJ04_21_6","R4C6","4","6",3.9,0.2,1.9,0.9,0.9,5.674,4.14,0.75,0.077,22.975,19.179,3.13222222222222,24.4444444444444,3.132,0.9,0.7,1,0.8,1.57741123800289,0.77337395897078,0.989704873026767,95,491.441351017001,455.397697627884
1,2011,"CNJ04_21_7","R4C7","4","7",4.3,0.7,2.2,0.8,0.6,6.324,3.25,1.875,0.0817,24.372,19.207,3.185,21.4,3.099,0.5,0.6,1.7,0.9,1.53542137038732,0.75883148657284,0.988900371263444,117.5,495.600234100361,462.329169433484
1,2011,"CNJ04_21_8","R4C8","4","8",4.5,0.9,2.2,0.8,0.6,7.129,2.97,1.53333333333333,0.1031,28.216,18.874,3.522,24.8,2.984,0.9,0.8,1.2,0.8,1.76730303803404,0.824519240961767,0.987164881901724,111,503.22485308652,453.318256086204
1,2011,"CNJ04_21_9","R4C9","4","9",1.8,0.3,1,0.5,0,2.569,4.08,2.04285714285714,0.0597,22.094,17.347,2.569,7.3,3.223,0.222222222222222,2,2.1,1,1.70155431520976,0.80908040869097,0.980475509743435,128.204832764699,502.53170590596,458.863433530684
1,2012,"CNJ04_2_1","R3C1","3","1",4.6,2,1.8,0.6,0.2,3.5302,4.14,2.8375,0.1072,21.07,16.76,2.263,13.3,2.35,0.9,1.6,2.1,0.6,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
1,2012,"CNJ04_2_10","R3C10","3","10",4.77777777777778,0.555555555555556,2.88888888888889,1.33333333333333,0,6.2188,2.45,1.3,0.0602,20.87,18.15,2.6955,16.2,2.57,1.3,1.6,1.8,0.8,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
1,2012,"CNJ04_2_11","R3C11","3","11",3.4,0.8,1.8,0.5,0.3,5.1561,3.14,1.78,0.0628,23.99,18.74,3.1987,23.8,2.95,0.7,1.6,2.1,0.2,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
1,2012,"CNJ04_2_12","R3C12","3","12",5.5,1.3,3.3,0.3,0.6,7.7951,3.51111111111111,2.275,0.0932,22.23,18.73,2.9879,20.9,2.52,1.5,1.9,1.2,0.8,1.38619826168848,0.692521195247388,0.989571836346337,101,437.375870933325,436.682723752766
1,2012,"CNJ04_2_13","R3C13","3","13",3.1,0.3,1.9,0.5,0.4,4.3426,3.58888888888889,3.4,0.08,23.07,16.99,2.6669,14.5,2.35,0.9,1.8,1.7,0.1,1.43326967678901,0.716384790558589,0.990094124791255,98.5,443.614195558365,434.603282211086
1,2012,"CNJ04_2_14","R3C14","3","14",4.5,1.4,1.7,0.8,0.6,4.634,3.62222222222222,2.76666666666667,0.1242,24.06,18.11,2.8611,16.6,2.63,1.2,1.7,1.7,0.2,1.44876543749112,0.723577772811705,0.989069379080006,98.5,449.159373002845,437.375870933325
1,2012,"CNJ04_2_15","R3C15","3","15",3.2,0.3,1.8,0.3,0.8,6.0509,3.48,2.275,0.1929,22.73,18.99,3.5099,17.6,3.14,1.4,1.4,1.9,0.5,1.43326967678901,0.716384790558589,0.990094124791255,98.5,443.614195558365,434.603282211086
1,2012,"CNJ04_2_16","R3C16","3","16",4.2,1.1,2.5,0.2,0.4,6.4564,4.35,5.68571428571429,0.1446,23.62,18.16,3.0419,18.4,2.73,0.7,1.5,2.1,0.6,1.46725581051598,0.731776750929143,0.990860071130827,84.2951672353009,450.545667363964,435.989576572206
1,2012,"CNJ04_2_17","R3C17","3","17",4.1,0.6,2.4,0.7,0.4,5.212,5.69,6.1625,0.1707,20.68,16.95,2.4466,9.7,2.74,1.9,1.2,2.4,0.2,1.44705820232611,0.722800066639646,0.989872839412168,100,447.773078641725,437.375870933325
1,2012,"CNJ04_2_18","R3C18","3","18",3.3,0.5,2.1,0.5,0.2,4.9227,3.23,1.4,0.1019,24.18,18,2.8399,24,2.72,0.9,2,1.7,0.8,1.46725581051598,0.731776750929143,0.990860071130827,84.2951672353009,450.545667363964,435.989576572206
1,2012,"CNJ04_2_19","R3C19","3","19",3.44444444444444,0.888888888888889,1.77777777777778,0.333333333333333,0.444444444444444,4.1626,3.79,2.32,0.106,20.61,17.17,2.5635,10.2,2.82,1.5,1.5,1.7,0.9,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
1,2012,"CNJ04_2_2","R3C2","3","2",2.8,0.5,1.8,0.1,0.4,5.0947,3.57,2.21666666666667,0.0857,23.92,18.78,3.2666,15,2.41,0.7,1.5,1.6,0.5,1.37822208911398,0.68814576687732,0.989759013210492,99.5,435.296429391646,435.989576572206
1,2012,"CNJ04_2_20","R3C20","3","20",3.4,0.5,2.4,0.3,0.2,5.2655,3.86,2.1,0.0972,23.76,17.87,2.7873,22.1,2.66,1.9,1.4,1.1,0.7,1.44876543749112,0.723577772811705,0.989069379080006,98.5,449.159373002845,437.375870933325
1,2012,"CNJ04_2_21","R3C21","3","21",3.33333333333333,1.11111111111111,1.88888888888889,0.333333333333333,0,4.5997,4.3,3.15,0.0877777777777778,22.38,16.97,2.6893,14.1,2.74,0.8,1.3,2.3,0.9,1.48134361297093,0.737760249743566,0.990350877192982,93.2048327646991,454.011403266764,436.682723752766
1,2012,"CNJ04_2_22","R3C22","3","22",2.6,0.6,1.6,0.4,0,3.7955,3.56,26.7,0.1089,21.84,16.07,2.5099,25.2222222222222,2.82,1.4,0.7,1.9,0.7,1.5173163154766,0.752091803085153,0.990108426859426,87.4096655293983,464.408610975163,439.455312475005
1,2012,"CNJ04_2_23","R3C23","3","23",4.7,1.4,2.3,0.6,0.4,6.1826,3.63,2.9,0.1483,23.36,19.05,3.3355,15.6,2.86,1.3,1.2,1.7,0.6,1.41780579902569,0.708893820996909,0.989604279697993,103,440.841606836125,435.989576572206
1,2012,"CNJ04_2_24","R3C24","3","24",3.8,0.8,2.3,0.6,0.1,5.6857,3.93,1.88,0.0838,20.75,18.71,2.8762,20.5,3.09,0.9,1.5,1.4,0.7,1.10931055087432,0.432860702878621,0.9907874617737,119,420.740338599887,452.625108905644
1,2012,"CNJ04_2_25","R3C25","3","25",3.66666666666667,0.555555555555556,2.22222222222222,0.444444444444444,0.444444444444444,6.607,5.2,1.25,0.1147,25.54,19.33,3.6095,21.2222222222222,3.34,1.6,1.2,1.8,0.6,1.46799202309275,0.732094940490981,0.990749942664934,80.5,451.238814544524,436.682723752766
1,2012,"CNJ04_2_26","R3C26","3","26",3.9,0.3,2.1,1.3,0.2,5.8617,4.55,2.05,0.0843,22.48,17.83,2.9344,21.4,2.78,1.3,1,1.7,0.5,1.49815262191294,0.744619894480314,0.989215760993827,89.4096655293983,459.556580711244,440.148459655565
1,2012,"CNJ04_2_27","R3C27","3","27",3.2,1.2,1.6,0.3,0.1,5.1602,3.57,2.1375,0.092,22.17,18.85,3.191,19.1,2.97,1.8,1.4,2.4,0.6,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
1,2012,"CNJ04_2_28","R3C28","3","28",3.9,1.2,2.1,0.4,0.2,5.0139,3.13,2.41666666666667,0.0904,21.8,18.23,2.7963,21.4,2.85,1.6,0.8,1.9,0.4,1.38619826168848,0.692521195247388,0.989571836346337,101,437.375870933325,436.682723752766
1,2012,"CNJ04_2_29","R3C29","3","29",3.3,0.6,2.4,0.1,0.2,7.2918,4.2,1.875,0.1323,25.92,17.996,3.2306,18.5,2.463,2,1.4,1.7,0.4,1.44705820232611,0.722800066639646,0.989872839412168,100,447.773078641725,437.375870933325
1,2012,"CNJ04_2_3","R3C3","3","3",4.3,0.9,2.2,0.7,0.5,5.3215,3.94,1.45,0.1073,22.41,18.29,3.0273,16.1,3.02,1.3,1,1.5,0.9,1.46725581051598,0.731776750929143,0.990860071130827,84.2951672353009,450.545667363964,435.989576572206
1,2012,"CNJ04_2_30","R3C30","3","30",4.5,0.3,2.3,0.7,1.2,7.0243,3.26,4.01666666666667,0.1015,24.781,18.587,3.246,21.2,2.724,1.6,1.7,1,0.2,1.47105874060171,0.733413759014027,0.989295238095238,105.5,458.170286350124,442.921048377805
1,2012,"CNJ04_2_31","R3C31","3","31",3.77777777777778,0.222222222222222,2.11111111111111,1,0.444444444444444,5.9608,4.35,3.1,0.0895,24.82,17.81,3.173,19.3,3.12,0.8,1.1,2,0.5,1.50312919226483,0.746595007508111,0.990366675551156,91,462.329169433484,440.841606836125
1,2012,"CNJ04_2_32","R3C32","3","32",4.3,0.5,2.2,1.2,0.4,5.0852,2.76,2.4,0.0885,20.74,17.86,2.6746,20.5,2.38,0.9,2,1.6,0,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
1,2012,"CNJ04_2_33","R3C33","3","33",2.7,0.7,1.5,0.5,0,3.0155,2.85,2.03333333333333,0.1312,21.34,16.13,2.264,13.5,2.97,1,1,1.9,0.7,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
1,2012,"CNJ04_2_34","R3C34","3","34",3.66666666666667,0.666666666666667,2.22222222222222,0.444444444444444,0.333333333333333,6.25055555555556,5.13333333333333,2.13333333333333,0.110111111111111,24.0666666666667,18.7111111111111,3.07844444444444,22.2222222222222,2.94444444444444,1.66666666666667,1.11111111111111,2.22222222222222,0.888888888888889,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
1,2012,"CNJ04_2_35","R3C35","3","35",4.11111111111111,0.555555555555556,2.11111111111111,1.11111111111111,0.333333333333333,5.94936363636364,2.6,1.1,0.0675454545454545,24.9363636363636,18.2363636363636,3.15318181818182,19.7272727272727,2.97272727272727,0.363636363636364,1.63636363636364,1.27272727272727,0.636363636363636,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
1,2012,"CNJ04_2_36","R3C36","3","36",4.9,1.1,2,1.4,0.4,4.921,2.26666666666667,1.46666666666667,0.0581,22.4,18.04,2.8135,23,2.79,0.9,1.8,2.1,0.1,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
1,2012,"CNJ04_2_4","R3C4","3","4",3.7,0.4,2.6,0.5,0.2,6.6364,3.86,2.56,0.1011,20.44,18.02,2.7685,17.1,3.1,1.2,1.4,1.7,0.6,1.46725581051598,0.731776750929143,0.990860071130827,84.2951672353009,450.545667363964,435.989576572206
1,2012,"CNJ04_2_5","R3C5","3","5",3.66666666666667,1.22222222222222,2,0.111111111111111,0.333333333333333,4.4131,3.74,2.26666666666667,0.095,22.33,16.76,2.6617,17.5,2.66,1.2,1.1,2.1,0.7,1.47620380462521,0.735602680992942,0.98998209728412,103,455.397697627884,438.069018113885
1,2012,"CNJ04_2_6","R3C6","3","6",4.7,0.5,2.4,0.9,0.9,6.6198,3.15,NA,0.0623,22.47,17.83,2.9808,17.2,3.27,0.9,1.4,2.4,0.5,1.48134361297093,0.737760249743566,0.990350877192982,93.2048327646991,454.011403266764,436.682723752766
1,2012,"CNJ04_2_7","R3C7","3","7",2.9,0.7,1.6,0.3,0.3,3.5862,3.307,1.8375,0.077,21.03,17.81,2.4839,15.8,3.12,1.3,1,2,0.5,1.42012770643902,0.710039325713677,0.989629799077357,104.5,449.852520183405,440.841606836125
1,2012,"CNJ04_2_8","R3C8","3","8",5,1.4,2,0.2,1.4,4.9958,13.4457142857143,16.9,0.1113,22.47,17.43,2.7261,16.8,3.14,0.5,1.5,1.6,0.3,1.51728367637216,0.752079379223809,0.990111812580817,94.2048327646991,463.022316614043,438.069018113885
1,2012,"CNJ04_2_9","R3C9","3","9",4.1,0.4,1.7,1.6,0.4,4.262,2.25,1.6,0.0774,24.52,16.52,2.6233,16,2.44,1.7,0.7,1.4,0.7,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
1,2012,"CNJ04_21_1","R4C1","4","1",2.7,0.3,1.5,0.7,0.2,3.9308,3.42,2.425,0.0892,20.61,17.53,2.6797,15.1428571428571,2.81,0.5,1.6,1.7,0.1,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
1,2012,"CNJ04_21_10","R4C10","4","10",4.5,0.9,2.3,0.7,0.6,6.9161,3.62,1.4,0.073,22.85,17.63,3.1608,23.5,3.25,1,1.6,2.3,0.8,1.51526786425682,0.751310117128507,0.989630589760207,90.4096655293983,460.942875072364,437.375870933325
1,2012,"CNJ04_21_11","R4C11","4","11",4.1,0.4,2.7,0.4,0.6,6.1265,2.91,3.13333333333333,0.0831,23.46,17.79,2.7527,20.9,2.98,1.6,1.2,2.4,0.5,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
1,2012,"CNJ04_21_12","R4C12","4","12",3,0.7,2,0.3,0,5.5666,3.26,1.63333333333333,0.103,25.75,17.76,3.0554,18.8,2.5875,1.5,1.125,2,0.3,1.43326967678901,0.716384790558589,0.990094124791255,98.5,443.614195558365,434.603282211086
1,2012,"CNJ04_21_13","R4C13","4","13",2.66666666666667,0.222222222222222,2.11111111111111,0.333333333333333,0,5.7096,3.5707,1.85,0.0811,21.37,18.74,2.87988888888889,21.6666666666667,2.85,0.666666666666667,1.2,2.3,0.5,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
1,2012,"CNJ04_21_14","R4C14","4","14",4,1.375,1.375,0.875,0.375,4.2003,4.47,2.46666666666667,0.0886,24.42,17.74,3.1456,18.7,2.83,1.2,1.5,2,0.3,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
1,2012,"CNJ04_21_15","R4C15","4","15",3.6,0.2,2.3,0.8,0.3,4.9658,3.09,3.94,0.0905,21.98,17.34,2.4954,17.5,2.85,1.1,1.2,2.5,0.3,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
1,2012,"CNJ04_21_16","R4C16","4","16",3.5,0.3,1.8,0.8,0.6,4.4625,3.9,2.46,0.0937,23.78,17.65,2.8789,17.9,2.96,1.4,1.3,1.6,0.5,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
