"year","accession_name","accession","row","column","berry_length","berry_width","berry_weight","num_seeds","num_peds","num_berries","total_berry_weight"
2012,"CNJ02_1_30","R8C21","8","21",22.35,17.29,2.3487,18.7,5,2.2,4.7792
2012,"CNJ02_1_31","R8C22","8","22",23.47,17.88,2.8195,17,3.8,2.5,5.6856
2012,"CNJ02_1_32","R8C23","8","23",22.77,17.1,2.5101,24.1,5.11111111111111,2,4.3737
2012,"CNJ02_1_33","R8C24","8","24",21.95,17.31,2.7088,22.4,3.6,1.9,4.4436
2012,"CNJ02_1_34","R8C25","8","25",22.98,17.84,2.6133,18.5,3.2,1.7,3.6754
2012,"CNJ02_1_35","R8C26","8","26",22.13,17.65,2.7374,16.8,3.1,2.4,5.7744
2012,"CNJ02_1_36","R8C27","8","27",20.3,16.7,2.1616,18,4.6,1.7,3.5271
2012,"CNJ02_1_37","R8C28","8","28",24.15,17.97,3.0079,17.8,3.4,2.1,5.5789
2012,"CNJ02_1_38","R8C29","8","29",23.53,19.24,3.2969,22.1,3.1,2.1,6.3396
2012,"CNJ02_1_39","R8C30","8","30",22.02,17.43,2.7887,18.2,3.9,1.8,4.5388
2012,"CNJ02_1_4","R7C49","7","49",20.78,16.21,2.2328,16.2,3.1,2.3,4.3994
2012,"CNJ02_1_40","R8C31","8","31",20.01,16.7,2.1371,10.9,3.8,2.4,4.7973
2012,"CNJ02_1_41","R8C32","8","32",22.47,16.96,2.4183,18.6,5.1,3,5.8302
2012,"CNJ02_1_42","R8C33","8","33",20.97,17.75,2.4148,12.7,1.9,1.3,2.9154
2012,"CNJ02_1_43","R8C34","8","34",22.48,15.73,2.0572,8,2.9,1.6,3.1089
2012,"CNJ02_1_44","R8C35","8","35",23.81,17.11,2.6773,18.1,3.2,1.8,4.1566
2012,"CNJ02_1_45","R8C36","8","36",21.89,17.72,2.5558,11.7,3.5,1.4,3.6889
2012,"CNJ02_1_46","R8C37","8","37",22.44,17.98,2.732,18,3.4,2.2,5.3906
2012,"CNJ02_1_47","R8C38","8","38",22.51,17.06,2.5181,20.1,3.6,2.7,5.8998
2012,"CNJ02_1_48","R8C39","8","39",24.03,17.53,2.7733,18.1,3.2,1.8,4.5625
2012,"CNJ02_1_49","R8C40","8","40",20.72,16.43,2.116,17.3,4.25,1.75,3.764
2012,"CNJ02_1_5","R7C50","7","50",22.83,16.57,2.3819,12.2,4.6,2.6,5.1277
2012,"CNJ02_1_50","R8C41","8","41",20.18,17.2,2.4314,20.7,2.7,1.7,3.5902
2012,"CNJ02_1_51","R8C42","8","42",23.91,18.21,2.9166,20.8,4.3,2.5,6.5677
2012,"CNJ02_1_52","R8C43","8","43",20.33,16.75,2.2414,16.6,3.8,2.1,4.0699
2012,"CNJ02_1_53","R8C44","8","44",22.16,18.05,2.6882,17,3.6,1.8,4.2292
2012,"CNJ02_1_54","R8C45","8","45",20.49,16.32,2.1247,10.3,3.5,2.3,4.0461
2012,"CNJ02_1_55","R8C46","8","46",25.48,16.18,2.4944,21.8,3.3,2,4.4979
2012,"CNJ02_1_56","R8C47","8","47",20.44,17.5,2.6373,20.7,2.7,1.5,3.848
2012,"CNJ02_1_57","R8C48","8","48",26.225,18.7666666666667,3.312875,17.2222222222222,4.66666666666667,2.88888888888889,8.94888888888889
2012,"CNJ02_1_58","R8C49","8","49",24.1,16.89,2.8194,18.6,3.7,2.5,5.8692
2012,"CNJ02_1_59","R8C50","8","50",18.96,16.95,2.0696,14.3,5.1,2.1,3.5075
2012,"CNJ02_1_6","R7C51","7","51",20.96,17.31,2.235,19.1,4.2,2.8,5.6482
2012,"CNJ02_1_60","R8C51","8","51",25.7,17.9888888888889,3.0951,17,2.9,1.4,4.2194
2012,"CNJ02_1_61","R8C52","8","52",22.85,15.86,2.3771,19.7,2.7,1.4,3.133
2012,"CNJ02_1_62","R8C53","8","53",20.2111111111111,16.4111111111111,2.0778,24.3,4,2.5,4.6204
2012,"CNJ02_1_63","R8C54","8","54",20.9888888888889,17.93,2.43044444444444,18.9,2.8,2.5,5.8664
2012,"CNJ02_1_64","R9C1","9","1",17.32,13.95,1.4447,15,3.5,2.4,2.9194
2012,"CNJ02_1_65","R9C2","9","2",20.57,15.53,2.0615,18.1,4.2,2,3.3376
2012,"CNJ02_1_66","R9C3","9","3",19.41,15.3,1.7517,16.5,2.6,1.6,2.3745
2012,"CNJ02_1_67","R9C4","9","4",18.74,14.51,1.5453,11.7,3.9,2.6,3.5381
2012,"CNJ02_1_68","R9C5","9","5",21.23,17.73,2.479,23.6,3.4,2.5,5.1565
2012,"CNJ02_1_69","R9C6","9","6",23.02,17.19,2.3465,19.1,3.44444444444444,1.44444444444444,3.0766
2012,"CNJ02_1_7","R7C52","7","52",20.8,17.05,2.3879,19.8,3.7,2,4.1735
2012,"CNJ02_1_70","R9C7","9","7",18.7222222222222,16.0444444444444,1.79311111111111,19.2222222222222,3.5,2.125,3.403
2012,"CNJ02_1_71","R9C8","9","8",22.1,16.65,2.2622,21.4,4,2.2,4.3902
2012,"CNJ02_1_72","R9C9","9","9",26,18.06,3.0559,21.1,3.5,2.5,6.2905
2012,"CNJ02_1_73","R9C10","9","10",19.22,15.56,1.8315,10.4,3.1,1.2,2.1117
2012,"CNJ02_1_74","R9C11","9","11",18.68,17.02,1.9483,19.1,3.6,1.8,3.2371
2012,"CNJ02_1_75","R9C12","9","12",20.03,15.21,1.9363,10.9,4.5,1.9,3.4966
2012,"CNJ02_1_76","R9C13","9","13",21.62,17.99,2.5383,19.7,3.8,1.9,4.3649
2012,"CNJ02_1_77","R9C14","9","14",25.79,17.81,3.037,26,2.6,1.2,3.2874
2012,"CNJ02_1_78","R9C15","9","15",23.86,17.29,2.6755,12.3,4.3,2.5,5.3409
2012,"CNJ02_1_79","R9C16","9","16",22.66,19.56,3.23,25.3,3.4,1.5,4.1899
2012,"CNJ02_1_8","R7C53","7","53",20.64,16.83,2.4662,19.6,2.5,2.1,4.8502
2012,"CNJ02_1_80","R9C17","9","17",19.63,18.14,2.6064,18.2,3.1,2,4.6955
2012,"CNJ02_1_81","R9C18","9","18",20.18,16.95,2.568,17.5,3.4,1.9,4.4468
2012,"CNJ02_1_82","R9C19","9","19",25.25,17.28,3.226,20,2.8,1.7,4.996
2012,"CNJ02_1_83","R9C20","9","20",23.5,18.6,3.0416,23.1,4.6,2.5,6.315
2012,"CNJ02_1_84","R9C21","9","21",19.9,16.3,1.9749,19.3,4,2.3,3.8781
2012,"CNJ02_1_85","R9C22","9","22",23.67,15.66,2.1274,21.4,4,2.6,4.6085
2012,"CNJ02_1_86","R9C23","9","23",23.38,15.25,2.0211,11.5,3.5,1.5,2.7248
2012,"CNJ02_1_87","R9C24","9","24",23.84,17.12,2.669,18.7,3.14285714285714,1.85714285714286,4.7615
2012,"CNJ02_1_88","R9C25","9","25",23.47,17.39,2.6713,13.2,2.83333333333333,1.5,3.963
2012,"CNJ02_1_89","R9C26","9","26",23.24,15.78,2.3929,11.5,3.6,1.8,3.464
2012,"CNJ02_1_9","R7C54","7","54",25.34,17.65,2.9721,26.1111111111111,3.7,2.5,6.0979
2012,"CNJ02_1_90","R9C27","9","27",21.95,15.34,2.0085,15.3,3.4,2.2,3.9141
2012,"CNJ02_1_91","R9C28","9","28",24.19,18.54,2.9246,17.2,2.5,1.4,3.9216
2012,"CNJ02_1_92","R9C29","9","29",23.8,18.6,2.8064,16.8,3.7,2.1,5.63
2012,"CNJ02_1_93","R9C30","9","30",22.16,17.33,2.4443,20.1,3.66666666666667,1.88888888888889,4.3791
2012,"CNJ02_1_94","R9C31","9","31",25.7222222222222,18.1111111111111,3.128,18.9,3.5,2.9,8.1013
2012,"CNJ02_1_95","R9C32","9","32",22.5,16.97,2.3748,17.1,3,1.88888888888889,4.2267
2012,"CNJ02_1_96","R9C33","9","33",21.62,16.69,2.3643,12.5,2.8,1.6,3.6272
2012,"CNJ02_1_97","R9C34","9","34",19.83,15.82,1.9092,13.4,3.4,2.1,3.8924
2012,"CNJ02_1_98","R9C35","9","35",25.61,16.68,2.6183,21.1111111111111,3.22222222222222,2.22222222222222,4.9103
2012,"CNJ02_1_99","R9C36","9","36",22.4333333333333,17.09,2.48233333333333,25.6,3.44444444444444,2.22222222222222,4.7043
2012,"Crimson_Queen","R7C43","7","43",22.6444444444444,17.5444444444444,2.5883,15.7,3.66666666666667,1.88888888888889,4.5738
2012,"Mullica_Queen","R7C45","7","45",22.73,18.29,2.188,19.5,4.3,2.3,4.3094
2013,"CNJ02_1_1","R7C46","7","46",21.89,17.36,2.25555555555556,17.6666666666667,4.2,2.7,5.3434
2013,"CNJ02_1_10","R8C1","8","1",17.76,14.24,1.3976,14.8,3.375,1.5,1.8576
2013,"CNJ02_1_100","R9C37","9","37",19.76,18.27,2.6332,24.4,5.2,2,4.7159
2013,"CNJ02_1_101","R9C38","9","38",21.14,18.34,2.8994,23.4,5.3,2.4,5.8083
2013,"CNJ02_1_102","R9C39","9","39",18.97,16.43,2.0105,20,4.3,1.8,3.1232
2013,"CNJ02_1_103","R9C40","9","40",20.41,16.88,2.293,28.5,4.3,2.1,4.224
2013,"CNJ02_1_104","R9C41","9","41",21.08,15.82,2.291,14.9,4.66666666666667,2,3.974
2013,"CNJ02_1_105","R9C42","9","42",20.32,16.81,2.339,28.8,4.5,2.6,5.4
2013,"CNJ02_1_106","R9C43","9","43",18.92,17.01,2.027,25.8,5.11111111111111,3,5.129
2013,"CNJ02_1_107","R9C44","9","44",23.03,16.04,2.391,18.1,2.57142857142857,1.42857142857143,4.619
2013,"CNJ02_1_108","R9C45","9","45",23.84,17.07,2.6262,18.7,2.7,1.2,3.0886
2013,"CNJ02_1_109","R9C46","9","46",21.14,15.33,2.0466,15,3.6,1.5,2.8272
2013,"CNJ02_1_11","R8C2","8","2",20.48,14.87,1.5594,16.2,3.33333333333333,1.44444444444444,2.4569
2013,"CNJ02_1_110","R9C47","9","47",20.9,16.44,2.3199,21.8,4.6,2.3,4.5801
2013,"CNJ02_1_111","R9C48","9","48",20.8,17.33,2.3593,16.2,4.7,2.7,6.1743
2013,"CNJ02_1_112","R9C49","9","49",22.2444444444444,17.6888888888889,2.73055555555556,18,4.22222222222222,2.66666666666667,6.201
2013,"CNJ02_1_113","R9C50","9","50",22.2,16.43,2.3,23.4,5,2.1,4.372
2013,"CNJ02_1_114","R9C51","9","51",22.79,17.3,2.682,21.9,4.5,1.9,4.25
2013,"CNJ02_1_115","R9C52","9","52",19.73,16.46,2.084,21.8,4.7,2.2,3.946
2013,"CNJ02_1_116","R9C53","9","53",21.76,17.18,2.59,13.3,3.875,2,4.74
2013,"CNJ02_1_117","R9C54","9","54",21.09,16.46,2.323,15.8,4.3,2.3,4.528
2013,"CNJ02_1_118","R10C2","10","2",17.63,14.19,1.5383,18.5,4.5,1.4,2.0796
2013,"CNJ02_1_119","R10C3","10","3",16.09,14.73,1.4366,15.9,3,1.2,1.6981
2013,"CNJ02_1_12","R8C3","8","3",18.46,13.87,1.3975,16.1,5.5,2.2,2.688
2013,"CNJ02_1_120","R10C4","10","4",13.77,14.11,1.2163,16,3.9,1.9,1.9942
2013,"CNJ02_1_121","R10C5","10","5",16.7,15.41,1.707,26.7,4,1.1,1.8445
2013,"CNJ02_1_122","R10C6","10","6",16,12.79,1.138,16.8,3.9,2.2,2.354
2013,"CNJ02_1_123","R10C7","10","7",17.05,14.34,1.592,16.1,3.22222222222222,1.33333333333333,2.241
2013,"CNJ02_1_124","R10C8","10","8",20.14,15.26,1.8854,25.4,4.2,1.7,2.8591
2013,"CNJ02_1_125","R10C9","10","9",18.47,15.17,1.9003,21.5,3.2,1.5,2.7473
2013,"CNJ02_1_126","R10C10","10","10",18.64,13.24,1.3625,16.1,3.1,1.8,2.1698
2013,"CNJ02_1_127","R10C11","10","11",20.38,17.24,2.2617,21.6,4,1.8,3.7906
2013,"CNJ02_1_128","R10C12","10","12",23.19,16.85,2.6379,21.7,4.6,2.3,5.1701
2013,"CNJ02_1_129","R10C13","10","13",19.64,15.67,1.925,21.9,5.625,2,3.482
2013,"CNJ02_1_13","R8C4","8","4",16.51,13.62,1.3511,19.4,3.4,1.5,2.0145
2013,"CNJ02_1_130","R10C14","10","14",21.22,15.82,2.154,24.3,3.9,1.7,3.299
2013,"CNJ02_1_131","R10C15","10","15",19.62,15.22,1.842,20.8,3.1,1.4,2.538
2013,"CNJ02_1_132","R10C16","10","16",24.63,17.17,2.7909,26.2,3.9,1.8,4.649
2013,"CNJ02_1_133","R10C17","10","17",19.93,16.94,2.143,19.1,3.2,1.8,3.233
2013,"CNJ02_1_134","R10C18","10","18",20.11,17.25,2.4102,26.5,4.8,2.2,4.6142
2013,"CNJ02_1_135","R10C19","10","19",17.86,15.63,1.6449,20,4.4,2.1,2.9876
2013,"CNJ02_1_136","R10C20","10","20",18.78,17.14,2.225,26.6,5.6,1.5,2.9296
2013,"CNJ02_1_137","R10C21","10","21",22.63,16.55,2.3327,14,3.66666666666667,2.22222222222222,5.0175
2013,"CNJ02_1_138","R10C22","10","22",18.38,17.94,2.2917,19.7,4.7,2.9,5.8829
2013,"CNJ02_1_139","R10C23","10","23",20.26,16.29,2.0202,12.4,5.22222222222222,2.88888888888889,4.6305
2013,"CNJ02_1_14","R8C5","8","5",17.4222222222222,16.59,1.87244444444444,25.5,5.3,1.2,1.9519
2013,"CNJ02_1_140","R10C24","10","24",19.8,17.68,2.3498,23.3,4.3,2,4.3253
2013,"CNJ02_1_141","R10C25","10","25",20.45,15.57,2.17,21.4,4.3,1.9,3.805
2013,"CNJ02_1_142","R10C26","10","26",19.54,16.76,2.2485,23.5,4.11111111111111,1.44444444444444,3.2218
2013,"CNJ02_1_143","R10C27","10","27",19.81,16.19,2.0525,15.1,4.22222222222222,2.88888888888889,4.8764
2013,"CNJ02_1_144","R10C28","10","28",19.81,17.84,2.5718,22.1,5.8,2.5,5.7312
2013,"CNJ02_1_145","R10C29","10","29",21.33,15.42,1.897,17.7,4.3,2,3.2794
2013,"CNJ02_1_146","R10C30","10","30",22.36,16.94,2.521,27.9,5,2.8,6.187
2013,"CNJ02_1_147","R10C31","10","31",19.78,15.56,1.945,21.8,4.3,2.3,3.717
2013,"CNJ02_1_148","R10C32","10","32",22.2,16.95,2.3115,20.7,5.1,2.3,4.8197
2013,"CNJ02_1_149","R10C33","10","33",21.53,18.44,2.8177,23.9,5,1.7,4.7396
2013,"CNJ02_1_15","R8C6","8","6",17.11,14.99,1.6073,15.6,5,1.6,2.2916
2013,"CNJ02_1_150","R10C34","10","34",23.8,16.33,2.2723,17.3,3.66666666666667,2.33333333333333,4.5501
2013,"CNJ02_1_151","R10C35","10","35",21.48,14.6,1.9024,17.1,3.11111111111111,1.77777777777778,2.9308
2013,"CNJ02_1_152","R10C36","10","36",17.66,16.55,1.9616,17.9,3.7,1.6,2.8206
2013,"CNJ02_1_153","R10C37","10","37",19.22,15.58,1.8625,26.5,3.6,1.9,3.1846
2013,"CNJ02_1_154","R10C38","10","38",17.56,14.22,1.4307,9.5,4.9,2,2.4855
2013,"CNJ02_1_155","R10C39","10","39",20.3,16.11,2.0983,19.1,4.3,2.5,4.7256
2013,"CNJ02_1_156","R10C40","10","40",24.94,17.86,2.8763,20.6,4.55555555555556,2.44444444444444,6.2393
2013,"CNJ02_1_157","R10C41","10","41",21.63,16.88,2.6144,24.1111111111111,4.2,2.3,5.7847
2013,"CNJ02_1_16","R8C7","8","7",19.39,15.45,1.9615,24.2,4,2.125,3.5222
2013,"CNJ02_1_17","R8C8","8","8",20.59,17.7,2.6499,27.8,5.22222222222222,1.22222222222222,3.02
2013,"CNJ02_1_18","R8C9","8","9",16.93,15.79,1.72,26,4.11111111111111,1,2.189
2013,"CNJ02_1_19","R8C10","8","10",16.61,16.28,1.7289,17.1,4.85714285714286,1.71428571428571,3.1031
2013,"CNJ02_1_2","R7C47","7","47",22.97,17.25,2.7392,17.6,4.22222222222222,2.44444444444444,5.7962
2013,"CNJ02_1_20","R8C11","8","11",19.04,15.16,1.771,24.8,4.71428571428571,2.28571428571429,4.7879
2013,"CNJ02_1_21","R8C12","8","12",19.3,15.28,1.7923,22.9,5,1.875,2.8564
2013,"CNJ02_1_22","R8C13","8","13",20.0555555555556,15.9222222222222,1.79377777777778,10.8888888888889,3.22222222222222,1.55555555555556,2.46244444444444
2013,"CNJ02_1_23","R8C14","8","14",21.75,16.35,2.6332,21.1,3.4,2,4.8599
2013,"CNJ02_1_24","R8C15","8","15",21.45,14.75,1.7018,13.9,4.11111111111111,1.44444444444444,2.4003
2013,"CNJ02_1_25","R8C16","8","16",21.12,16.01,2.2974,18.5,3.5,2.1,4.6872
2013,"CNJ02_1_26","R8C17","8","17",16.84,15.35,1.704,16.2,3.7,2.5,4.095
2013,"CNJ02_1_27","R8C18","8","18",21.42,16.42,2.374,17.9,4.4,1.9,4.2708
2013,"CNJ02_1_28","R8C19","8","19",19.22,15.43,1.9009,22,5.11111111111111,2.44444444444444,3.7776
2013,"CNJ02_1_29","R8C20","8","20",19.01,15.93,1.927,19,3.77777777777778,1.44444444444444,2.608
2013,"CNJ02_1_3","R7C48","7","48",22.22,15.87,2.2362,21.2,4.1,2.1,4.1266
2013,"CNJ02_1_30","R8C21","8","21",20.33,15.24,1.9029,12.6,4.5,1.5,2.6499
2013,"CNJ02_1_31","R8C22","8","22",21.33,17.16,2.4754,19.6,3.6,1.8,4.1148
2013,"CNJ02_1_32","R8C23","8","23",22.73,17.36,2.5418,22.3,4,1.9,4.4993
2013,"CNJ02_1_33","R8C24","8","24",21.56,16.8,2.4239,21.3,3.77777777777778,1.77777777777778,4.2564
2013,"CNJ02_1_34","R8C25","8","25",20.84,16.61,2.2859,23.5,3.8,1.7,3.6954
2013,"CNJ02_1_35","R8C26","8","26",19.89,15.5,2.0691,16.5,4.6,1.4,3.0358
2013,"CNJ02_1_36","R8C27","8","27",20.3,17.2,2.21066666666667,19.6666666666667,4.8,2.3,4.4104
2013,"CNJ02_1_37","R8C28","8","28",22.67,17.61,2.7325,20.2,3.1,2,4.7949
2013,"CNJ02_1_38","R8C29","8","29",20.08,16.75,2.218,22,4.44444444444444,1.77777777777778,3.743
2013,"CNJ02_1_39","R8C30","8","30",21.98,17.81,2.7372,23.6,4.1,2.6,6.3599
2013,"CNJ02_1_4","R7C49","7","49",21.08,17.48,2.6081,18.7,4.7,2.2,5.1259
2013,"CNJ02_1_40","R8C31","8","31",19.01,15.9,2.1678,13.2,4.9,2.3,3.5469
2013,"CNJ02_1_41","R8C32","8","32",22.8444444444444,18.27,2.88388888888889,25.8,4.6,2.6,5.9604
2013,"CNJ02_1_42","R8C33","8","33",18.82,16.84,2.293,20.2,3.22222222222222,2.22222222222222,4.442
2013,"CNJ02_1_43","R8C34","8","34",20.61,14.8,1.981,10.8,4.6,2.1,3.584
2013,"CNJ02_1_44","R8C35","8","35",21.23,16.39,2.368,20.8,3.7,2.1,4.262
2013,"CNJ02_1_45","R8C36","8","36",20.4,16.3,2.1872,12.3,4.11111111111111,2.55555555555556,4.6987
2013,"CNJ02_1_46","R8C37","8","37",20.31,18.24,2.7021,24.3,3.9,1.9,4.4001
2013,"CNJ02_1_47","R8C38","8","38",20.27,16.59,2.158,26.4,4.77777777777778,2.66666666666667,4.9566
2013,"CNJ02_1_48","R8C39","8","39",23.22,16.91,2.62355555555556,18.5714285714286,3.44444444444444,2.22222222222222,5.8941
2013,"CNJ02_1_49","R8C40","8","40",19.62,15.37,1.8248,22.8,4.5,1.7,3.0158
2013,"CNJ02_1_5","R7C50","7","50",23.6888888888889,18.4888888888889,2.2345,13.5,4,1.75,4.5909
2013,"CNJ02_1_50","R8C41","8","41",19.38,16.96,2.2524,21.9,3.33333333333333,1.22222222222222,3.2571
2013,"CNJ02_1_51","R8C42","8","42",23.02,17.5,2.8295,20.1,4.4,2.3,5.7369
2013,"CNJ02_1_52","R8C43","8","43",19.25,16.68,2.0829,16.6,3.66666666666667,1.77777777777778,3.7192
2013,"CNJ02_1_53","R8C44","8","44",20.41,17.18,2.3289,20.9,4.6,1.8,4.2419
2013,"CNJ02_1_54","R8C45","8","45",18.82,15.84,1.8583,15.4,5.6,2.9,4.3115
2013,"CNJ02_1_55","R8C46","8","46",26.02,17.9,3.1362,22.8,3.3,1.7,4.6499
2013,"CNJ02_1_56","R8C47","8","47",21.66,18.46,2.9729,22.6,2.8,2,5.6547
2013,"CNJ02_1_57","R8C48","8","48",24.5,17.23,2.8495,16.9,4.6,2.3,6.1312
2013,"CNJ02_1_58","R8C49","8","49",24,17.7909090909091,3.03845454545455,23.7272727272727,4.45454545454545,1.72727272727273,5.18845454545455
2013,"CNJ02_1_59","R8C50","8","50",19.11,16.78,1.997,15.6,5.6,2.9,5.016
2013,"CNJ02_1_6","R7C51","7","51",22.6,18.44,2.8068,27.7,5.6,2.6,6.3199
2013,"CNJ02_1_60","R8C51","8","51",23.22,17.31,2.6828,19.1,3.7,1.7,4.3521
2013,"CNJ02_1_61","R8C52","8","52",21.89,16.25,2.4805,23.6,4.1,1.9,4.339
2013,"CNJ02_1_62","R8C53","8","53",21.76,17.41,2.6193,24.2,3.8,2.6,6.2255
2013,"CNJ02_1_63","R8C54","8","54",20.2,17.14,2.6169,22.6,4.5,1.9,4.3015
2013,"CNJ02_1_64","R9C1","9","1",15.32,13.33,1.1106,13.4,3.8,1.9,1.7982
2013,"CNJ02_1_65","R9C2","9","2",18.41,15.17,1.787,24.6,4.55555555555556,2,2.574
2013,"CNJ02_1_66","R9C3","9","3",16.81,13.33,1.3353,16.4,3.4,1.7,2.0095
2013,"CNJ02_1_67","R9C4","9","4",18.79,14.65,1.7076,15.5,3.8,2,3.083
2013,"CNJ02_1_68","R9C5","9","5",18.84,16.76,2.2525,24.4,4,2.1,4.5297
2013,"CNJ02_1_69","R9C6","9","6",21.25,16.15,2.1435,19.1,3.6,1.7,3.2978
2013,"CNJ02_1_7","R7C52","7","52",19.98,17.25,2.3838,22.7,5.4,3,6.0712
2013,"CNJ02_1_70","R9C7","9","7",19.15,16.92,2.172,30.9,3.6,1.9,3.73
2013,"CNJ02_1_71","R9C8","9","8",18.92,15.25,1.806,17.6,3.9,1.4,2.41
2013,"CNJ02_1_72","R9C9","9","9",21.45,15.68,2.091,18,3.9,1.8,3.609
2013,"CNJ02_1_73","R9C10","9","10",16.04,13.05,1.1808,8,2.9,1.6,1.609
2013,"CNJ02_1_74","R9C11","9","11",16.29,14.39,1.2728,24.2,5,2.2,2.2406
2013,"CNJ02_1_75","R9C12","9","12",18.89,16.02,2.028,23.1,3.55555555555556,2,3.6979
2013,"CNJ02_1_76","R9C13","9","13",19.65,16.86,2.1502,26.6,5.11111111111111,1.77777777777778,3.6252
2013,"CNJ02_1_77","R9C14","9","14",23.44,16.86,2.5468,25.4,3.3,1.7,3.8222
2013,"CNJ02_1_78","R9C15","9","15",19.26,14.93,1.8315,12.9,4.3,2.1,3.3543
2013,"CNJ02_1_79","R9C16","9","16",18.51,16.25,2.1477,16.7,4.55555555555556,2,3.8882
2013,"CNJ02_1_8","R7C53","7","53",19.51,16.55,2.2366,19.8,5.8,2.7,4.9844
2013,"CNJ02_1_80","R9C17","9","17",20.68,18.86,2.9385,23.4,4.4,2.7,6.969
2013,"CNJ02_1_81","R9C18","9","18",21.8444444444444,17.5222222222222,2.63311111111111,19,3.875,2.625,6.19377777777778
2013,"CNJ02_1_82","R9C19","9","19",24.02,17.22,2.988,20.6,3.9,2.7,7.033
2013,"CNJ02_1_83","R9C20","9","20",21.21,16.96,2.355,18.1,3.11111111111111,1.88888888888889,4.635
2013,"CNJ02_1_84","R9C21","9","21",21.8,16.58,2.207,19.5,3.7,1.6,3.7
2013,"CNJ02_1_85","R9C22","9","22",20.87,15.33,1.965,19.9,5,1.7,3.111
2013,"CNJ02_1_86","R9C23","9","23",22.09,14.96,2.1139,16,4.4,2.3,4.5086
2013,"CNJ02_1_87","R9C24","9","24",22.61,16.09,2.3708,22.9,4.375,2.5,5.3588
2013,"CNJ02_1_88","R9C25","9","25",22.56,17.21,2.689,18.3,4.7,1.6,4.089
2013,"CNJ02_1_89","R9C26","9","26",21.43,14.84,1.933,13.1,4.3,1.5,2.677
2013,"CNJ02_1_9","R7C54","7","54",24.9333333333333,17.81,3.05177777777778,21.5,4.44444444444444,2,6.0786
2013,"CNJ02_1_90","R9C27","9","27",22.4,15.92,2.287,17.7,4.4,2.1,4.091
2013,"CNJ02_1_91","R9C28","9","28",22.87,17.45,2.583,19.1,2.77777777777778,1.77777777777778,4.535
2013,"CNJ02_1_92","R9C29","9","29",20.0555555555556,15.9333333333333,2.06244444444444,14.3333333333333,5.5,1.8,3.4076
2013,"CNJ02_1_93","R9C30","9","30",19.95,16.7,2.2552,21.8,4.2,2.6,5.4366
2013,"CNJ02_1_94","R9C31","9","31",21.77,17.44,2.4725,18.4,5.4,2.8,6.0628
2013,"CNJ02_1_95","R9C32","9","32",20.51,15.74,2.081,15.6,3.9,1.8,3.3785
2013,"CNJ02_1_96","R9C33","9","33",20.23,16.35,2.121,16.5,5.3,2.3,4.29
2013,"CNJ02_1_97","R9C34","9","34",19.88,16.65,2.189,17.4,3.11111111111111,1.77777777777778,3.994
2013,"CNJ02_1_98","R9C35","9","35",23.27,15.56,2.2253,14.8,3.8,1.8,4.078
2013,"CNJ02_1_99","R9C36","9","36",20.3,16.26,2.245,26.8,4.4,1.6,3.406
2013,"Crimson_Queen","R7C43","7","43",23.56,18.63,2.94222222222222,20.6666666666667,5.2,2.7,6.9075
2013,"Mullica_Queen","R7C45","7","45",20.32,16.58,2.2838,21.3,6.1,2.2,4.4752
