"","berry_length","berry_width","berry_weight","num_seeds","num_peds","num_berries","total_berry_weight"
"berry_length",1,0.601305972024529,0.795708656860006,0.25295681560596,-0.0732085350336768,0.106078578783608,0.579097636533708
"berry_width",0.601305972024529,1,0.875586957246836,0.442979362832525,0.0958690994657325,0.224161338024133,0.699504026351918
"berry_weight",0.795708656860006,0.875586957246836,1,0.365957494693029,-0.0187654073542559,0.175164184978141,0.748706273628293
"num_seeds",0.25295681560596,0.442979362832525,0.365957494693029,1,0.188750618105735,0.125560280808844,0.319165018979223
"num_peds",-0.0732085350336768,0.0958690994657325,-0.0187654073542559,0.188750618105735,1,0.496942562168578,0.296966460459185
"num_berries",0.106078578783608,0.224161338024133,0.175164184978141,0.125560280808844,0.496942562168578,1,0.740108898290086
"total_berry_weight",0.579097636533708,0.699504026351918,0.748706273628293,0.319165018979223,0.296966460459185,0.740108898290086,1
