"","berry_length","berry_width","berry_weight","num_seeds","num_peds","num_berries","total_berry_weight"
"berry_length",1,0.553575323691319,0.820983014866262,0.329384073706908,-0.303043867687629,-0.167668579471087,0.415116439935849
"berry_width",0.553575323691319,1,0.824942965647143,0.408598960403523,-0.111318197837649,0.0313635990257755,0.55238674958965
"berry_weight",0.820983014866262,0.824942965647143,1,0.377949742275824,-0.233979417706034,-0.0601017440699995,0.602407788042854
"num_seeds",0.329384073706908,0.408598960403523,0.377949742275824,1,0.13936924319895,0.118200113059106,0.363447431546363
"num_peds",-0.303043867687629,-0.111318197837649,-0.233979417706034,0.13936924319895,1,0.525842452936643,0.253215616402156
"num_berries",-0.167668579471087,0.0313635990257755,-0.0601017440699995,0.118200113059106,0.525842452936643,1,0.718698492050242
"total_berry_weight",0.415116439935849,0.55238674958965,0.602407788042854,0.363447431546363,0.253215616402156,0.718698492050242,1
