accession,accession_name,row,column,year,BBI_UTBM,BBI_TY,BBI_SFY,num_peds,num_no_fruit,num_berries,num_aborted_flower,num_aborted_berries,total_berry_weight,upright_length,secondary_growth,dry_wt_leaves,berry_length,berry_width,berry_weight,num_seeds,calyx_diam,calyx_lobe_form,calyx_lobe_size,berry_skin,rebud,chimera_LvW,chimera_eccentricity,chimera_solidity,chimera_tortuosity,chimera_umccLogX,chimera_umccLogY,ULvW,UMFM,TY,SFY,MFM,PFR,Tacy,Brix,TA,PAC
R3C29,CNJ04_2_29,3,29,2011,0.001497067670205655,0.12344147790325732,0.10979271954881702,3.6,0.1,2.6,0.6,0.3,7.27,3.43,1.225,0.083,25.713,18.153,3.165,22.7,3.101,0.4,1.1,2.2,1,1.54581235298082,0.762567165338059,0.989410330641475,89.4096655293983,477.578407405802,446.386784280605,1.4164600892414478,2.796153846153846,335.70000000000005,303.85,2.55,10.1,18.5,9.219999999999999,2.63,1.54
R3C29,CNJ04_2_29,3,29,2012,NA,NA,NA,3.3,0.6,2.4,0.1,0.2,7.2918,4.2,1.875,0.1323,25.92,17.996,3.2306,18.5,2.463,2,1.4,1.7,0.4,1.44705820232611,0.722800066639646,0.989872839412168,100,447.773078641725,437.375870933325,1.4403200711269173,3.03825,430.25,378.79999999999995,2.85,11.1,26,8.95,2.695,1.27
R3C29,CNJ04_2_29,3,29,2014,NA,NA,NA,4.7,0.3,2.2,0.3,1.9,4.584,3.14,NA,NA,21.59,16.36,2.372,18.9,3.11,1.7,1.77777777777778,1.2,0.5,1.52425188681813,0.754709131280887,0.98936170212766,86.4096655293983,466.488052516843,440.148459655565,1.319682151589242,2.0836363636363635,422.45000000000005,413.8,2.25,2.15,26.5,8.15,2.4299999999999997,1.21
R3C3,CNJ04_2_3,3,3,2011,0.190026276066417,0.046311889525092624,0.11395718425726839,3.7,1,1.6,0.9,0.2,3.622,3.15,NA,0.0737,21.803,18.41,2.535,16.3,3.04,1,0.9,1.3,0.9,1.29053085405047,0.632114585416451,0.990455747633102,111,447.079931461165,446.386784280605,1.184302009777295,2.26375,310.65,297.9,2.4,4.1,22,8.34,2.5949999999999998,1.295
R3C3,CNJ04_2_3,3,3,2012,NA,NA,NA,4.3,0.9,2.2,0.7,0.5,5.3215,3.94,1.45,0.1073,22.41,18.29,3.0273,16.1,3.02,1.3,1,1.5,0.9,1.46725581051598,0.731776750929143,0.990860071130827,84.2951672353009,450.545667363964,435.989576572206,1.2252597047566978,2.4188636363636364,283.15,236.95,2.45,13.7,27,8.7,2.745,1.6949999999999998
R3C3,CNJ04_2_3,3,3,2014,NA,NA,NA,4,0.2,2,0.3,1.5,4.2149,2.98,NA,NA,19.2,16.42,2.154,18,3.28,0.9,0.4,1,0,1.45850790191825,0.727948122422741,0.989693466190005,97.5,453.318256086204,440.841606836125,1.1693057247259437,2.10745,274.15,194.64999999999998,2.05,28.05,33,8.15,2.5300000000000002,1.2650000000000001
R3C30,CNJ04_2_30,3,30,2011,0.13383856726632934,0.1409220889981438,0.11190239915941862,4.2,0.6,2.2,1.3,0.1,5.366,3.36,2.5,0.078,24.595,18.337,2.976,19.9,2.923,1.4,0.75,1.6,0.7,1.55970264097694,0.767417376822317,0.989861259338314,89.2048327646991,484.509879211402,449.159373002845,1.3412771991056334,2.4390909090909085,568.55,476.20000000000005,2.6,14.35,12,7.79,2.5,1.225
R3C30,CNJ04_2_30,3,30,2012,NA,NA,NA,4.5,0.3,2.3,0.7,1.2,7.0243,3.26,4.01666666666667,0.1015,24.781,18.587,3.246,21.2,2.724,1.6,1.7,1,0.2,1.47105874060171,0.733413759014027,0.989295238095238,105.5,458.170286350124,442.921048377805,1.3332436649270996,3.05404347826087,428.09999999999997,380.35,2.7,11.15,15.5,8.15,2.54,1.29
R3C30,CNJ04_2_30,3,30,2014,NA,NA,NA,4.6,0.7,2.3,0.3,1.3,4.277,3.11111111111111,NA,NA,20.61,16.16,2.166,14.5,3,1.2,1.6,1.2,0.6,1.47806542701179,0.73638747702764,0.989025644933887,90.1144982940974,460.249727891804,440.148459655565,1.2753712871287128,1.8595652173913046,593,568.7,2.2,4,14.5,7.8,2.505,1.1800000000000002
R3C31,CNJ04_2_31,3,31,2011,0.0768325357369636,0.23850442432612134,0.25239928428129915,4.7,0.3,2.6,0.7,1.1,6.953,3.03,2.65,0.0798,24.058,18.572,3.101,19,2.819,0.4,0.9,1.1,1,1.5704585388767,0.771064784781837,0.987084447841039,106.909665529398,494.907086919801,457.477139169564,1.2953909110488908,2.6742307692307694,605.3499999999999,577.45,2.8,4.65,9.5,8.47,2.695,1.29
R3C31,CNJ04_2_31,3,31,2012,NA,NA,NA,3.77777777777778,0.222222222222222,2.11111111111111,1,0.444444444444444,5.9608,4.35,3.1,0.0895,24.82,17.81,3.173,19.3,3.12,0.8,1.1,2,0.5,1.50312919226483,0.746595007508111,0.990366675551156,91,462.329169433484,440.841606836125,1.393599101628299,2.823536842105265,372.2,344.7,2.55,6.9,15.5,NA,2.7649999999999997,1.37
R3C31,CNJ04_2_31,3,31,2014,NA,NA,NA,4.44444444444444,0,2.77777777777778,0.222222222222222,1.44444444444444,5.4359,3.24,0.8,NA,21.08,16.3,2.2825,11.6,2.66,0.8,0.9,1.2,0.4,1.52425188681813,0.754709131280887,0.98936170212766,86.4096655293983,466.488052516843,440.148459655565,1.2932515337423311,1.9569239999999986,344.95,332.7,2.15,3.35,17.5,8.05,2.535,1.4500000000000002
R3C32,CNJ04_2_32,3,32,2011,0.06382711658751916,0.24407643312101915,0.24412573851080138,4.44444444444444,1.44444444444444,2.11111111111111,0.333333333333333,0.555555555555556,4.475,3.77,2.6,0.0879,20.9071428571429,18.075,2.171,22.4,2.92,0.4,0.6,2.3,1,1.28053224567252,0.624624455258653,0.991201327519006,119.204832764699,457.477139169564,454.704550447324,1.156688401501682,2.1197368421052643,732.45,689.65,2.45,5.75,13,8.34,2.5549999999999997,1.5699999999999998
R3C32,CNJ04_2_32,3,32,2012,NA,NA,NA,4.3,0.5,2.2,1.2,0.4,5.0852,2.76,2.4,0.0885,20.74,17.86,2.6746,20.5,2.38,0.9,2,1.6,0,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966,1.1612541993281074,2.3114545454545454,445.05,419,2.45,5.45,14.5,8.649999999999999,2.6550000000000002,1.44
R3C32,CNJ04_2_32,3,32,2014,NA,NA,NA,5.33333333333333,0.555555555555556,1.77777777777778,1.66666666666667,1.33333333333333,4.156,2.4,NA,NA,19.38,17.18,2.36,21.4,3.14,0.4,2,1.1,0.4,1.13185289313357,NA,0.990344827586207,124.909665529398,428.364957586046,453.318256086204,1.1280558789289872,2.337749999999997,418.2,391,2,5.95,22,8.05,2.3499999999999996,1.1
R3C33,CNJ04_2_33,3,33,2011,0.32903154030149634,0.3442568410546453,0.38354554358472076,3.2,0,2.2,0.8,0.2,5.973,4.07,1.6,0.0771,23.603,17.459,2.828,16.5,3.101,1.9,1.5,1.5,1,1.52425188681813,0.754709131280887,0.98936170212766,86.4096655293983,466.488052516843,440.148459655565,1.3519101895870327,2.715,404.05,353.15,2.55,12.55,24.5,8.03,2.495,1.415
R3C33,CNJ04_2_33,3,33,2012,NA,NA,NA,2.7,0.7,1.5,0.5,0,3.0155,2.85,2.03333333333333,0.1312,21.34,16.13,2.264,13.5,2.97,1,1,1.9,0.7,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966,1.3230006199628024,2.010333333333333,197.1,157.35000000000002,2.3499999999999996,14.55,47,8.45,2.6950000000000003,1.345
R3C33,CNJ04_2_33,3,33,2014,NA,NA,NA,4.7,0.9,2.2,0.2,1.4,4.467,2.99,NA,NA,20.65,16.19,2.319,14.8,3.21,0.7,1.5,1.3,0.6,1.46574411169894,0.73112145838907,0.990158010072662,118,485.896173572522,458.170286350124,1.275478690549722,2.0304545454545453,242.45000000000002,235.25,2,2.8,33,7.6,2.515,1.29
R3C34,CNJ04_2_34,3,34,2011,0.08232261853298822,0.2640363438842526,0.31241719222004344,3.8,0.6,2.7,0.1,0.4,7.372,4.74,1.2,0.0958,22.667,18.764,3.01,27.4,2.864,1.5,1.4,2,1,1.52425188681813,0.754709131280887,0.98936170212766,86.4096655293983,466.488052516843,440.148459655565,1.2080046898315926,2.73037037037037,639.95,619.1,2.55,3.3,24.5,8.129999999999999,2.56,1.3599999999999999
R3C34,CNJ04_2_34,3,34,2012,NA,NA,NA,3.66666666666667,0.666666666666667,2.22222222222222,0.444444444444444,0.333333333333333,6.25055555555556,5.13333333333333,2.13333333333333,0.11011111111111101,24.0666666666667,18.7111111111111,3.07844444444444,22.2222222222222,2.94444444444444,1.66666666666667,1.11111111111111,2.22222222222222,0.888888888888889,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966,1.2862232779097411,2.8127500000000047,372.6,324.35,2.6,10.65,32,8.9,2.8499999999999996,1.78
R3C34,CNJ04_2_34,3,34,2014,NA,NA,NA,3.7,0.4,2.3,0.1,0.9,5.053,3.3,NA,NA,20.7,17.35,2.592,19.2,3.06,1.3,1.7,1.1,0.6,1.29045786589897,0.632060856673574,0.990494077963893,111,447.079931461165,446.386784280605,1.1930835734870315,2.1969565217391307,290.55,276.85,2.45,4.15,33,7.7,2.565,1.33
R3C35,CNJ04_2_35,3,35,2011,0.0772148507452161,0.1572366859222917,0.2289702683103699,3.8,0.3,2.3,0.6,0.6,6.945,3.14,NA,0.0632,25.266,18.293,3.361,17.1,2.901,0.5,1.8,1.4,1,1.54590783614344,0.762601059779727,0.989486515313119,89.4096655293983,477.578407405802,446.386784280605,1.3811840594763023,3.0195652173913046,365.6,338.95000000000005,2.6,7.15,14,8.26,2.3049999999999997,1.3900000000000001
R3C35,CNJ04_2_35,3,35,2012,NA,NA,NA,4.11111111111111,0.555555555555556,2.11111111111111,1.11111111111111,0.333333333333333,5.94936363636364,2.6,1.1,0.0675454545454545,24.9363636363636,18.2363636363636,3.15318181818182,19.7272727272727,2.97272727272727,0.363636363636364,1.63636363636364,1.27272727272727,0.636363636363636,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966,1.3673978065802599,2.818119617224884,266.25,212.65,2.45,18.65,19.5,8.45,2.415,1.29
R3C35,CNJ04_2_35,3,35,2014,NA,NA,NA,4.4,0.4,2.2,1.1,0.7,4.807,3.49,2.5,NA,20.81,16.52,2.428,13.9,3.09,0,2,1.1,0.6,1.49474016985014,0.743251066346965,0.989569005043558,97.6144982940974,474.805818683563,449.159373002845,1.259685230024213,2.185,448.05,417.4,2.1500000000000004,6.949999999999999,21,8.05,2.28,1.2349999999999999
R3C36,CNJ04_2_36,3,36,2011,0.03196616504376907,0.01063381271373029,0.01209362808842647,4.6,0.8,2.2,1.5,0.1,5.246,2.71111111111111,2.2,0.0537,21.531,17.216,2.635,22.9,3.037,1.9,1.9,1.6,0.9,1.52425188681813,0.754709131280887,0.98936170212766,86.4096655293983,466.488052516843,440.148459655565,1.2506389405204459,2.3845454545454547,528,389.15,2.3499999999999996,26.2,17,8.379999999999999,2.55,1.1600000000000001
R3C36,CNJ04_2_36,3,36,2012,NA,NA,NA,4.9,1.1,2,1.4,0.4,4.921,2.26666666666667,1.46666666666667,0.0581,22.4,18.04,2.8135,23,2.79,0.9,1.8,2.1,0.1,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966,1.2416851441241685,2.4605,539.35,379.85,2.75,27.349999999999998,23,8.8,2.6799999999999997,1.1949999999999998
R3C36,CNJ04_2_36,3,36,2014,NA,NA,NA,4.3,0.5,2.2,0.6,1,4.508,2.6,NA,NA,19.75,16.29,2.314,18.7,3.22,0.6,2,1.3,0.2,1.29718909958221,0.63695906231654,0.990626200537841,117,454.704550447324,452.625108905644,1.212400245549417,2.049090909090909,290.9,247.15,2.3,8.35,22.5,9.05,2.615,1.245
R3C4,CNJ04_2_4,3,4,2011,0.1312945347925403,0.3702645820805773,0.31676669167291815,4,0.8,2.3,0.9,0,5.096,3.21,1.26,0.0667,20.712,17.809,2.463,22.1,2.765,0.8,0.9,1.5,0.8,1.40903424376239,0.704498013473049,0.989344637946838,91.7048327646991,456.090844808444,443.614195558365,1.1630074681340894,2.2156521739130435,455.75,351.04999999999995,2.2,21.6,30.5,7.9,2.1950000000000003,1.3
R3C4,CNJ04_2_4,3,4,2012,NA,NA,NA,3.7,0.4,2.6,0.5,0.2,6.6364,3.86,2.56,0.1011,20.44,18.02,2.7685,17.1,3.1,1.2,1.4,1.7,0.6,1.46725581051598,0.731776750929143,0.990860071130827,84.2951672353009,450.545667363964,435.989576572206,1.1342952275249722,2.5524615384615386,209.45,182.15,2.6,12.649999999999999,33,8.45,2.3200000000000003,1.27
R3C4,CNJ04_2_4,3,4,2014,NA,NA,NA,5.2,0.6,2.4,0.7,1.5,4.8065,2.03,1.2,NA,18.29,16.37,2.1706,22,3.22,0.6,0.8,1.7,0.2,1.38619826168848,0.692521195247388,0.989571836346337,101,437.375870933325,436.682723752766,1.1172877214416614,2.0027083333333335,365.35,353.4,2.1500000000000004,3.25,29.5,8.1,2.225,1.4249999999999998
R3C5,CNJ04_2_5,3,5,2011,0.09121611186046276,0.4213924542979385,0.4001171646162859,3.4,0.6,2,0.1,0.7,5.299,4.1,2.6,0.0898,24.39,18.74,2.912,22.1,3.51,0.7,1.3,1.88888888888889,0.8,1.6105315240873,0.783879465067568,0.989558722658334,96.2048327646991,498.372822822601,456.090844808444,1.301494130202775,2.6495,456.79999999999995,358.5,2.45,19.85,14.5,8.7,2.535,1.58
R3C5,CNJ04_2_5,3,5,2012,NA,NA,NA,3.66666666666667,1.22222222222222,2,0.111111111111111,0.333333333333333,4.4131,3.74,2.26666666666667,0.095,22.33,16.76,2.6617,17.5,2.66,1.2,1.1,2.1,0.7,1.47620380462521,0.735602680992942,0.98998209728412,103,455.397697627884,438.069018113885,1.3323389021479712,2.20655,185.95,153.6,2.55,18,18.5,9.2,NA,1.82
R3C5,CNJ04_2_5,3,5,2014,NA,NA,NA,4.5,1.125,2.25,0.125,1,4.1391,3.03333333333333,0.9,NA,20.33,16.12,2.212,18.5,2.79,1.7,0.4,1.6,0.3,1.44876543749112,0.723577772811705,0.989069379080006,98.5,449.159373002845,437.375870933325,1.2611662531017367,1.8396,212.5,203.39999999999998,2.15,4.2,21.5,8.05,2.715,1.5350000000000001
R3C6,CNJ04_2_6,3,6,2011,0.09718509628498175,0.16310502283105013,0.17859270895401116,4.3,0.5,2.9,0.7,0.2,8.045,4.53,1.15,0.0984,24.146,19.117,3.197,22.2,2.895,0.3,1,1.4,1,1.64178987232125,0.793100078545195,0.986752704498007,112,500.45226436428,459.556580711244,1.263064288329759,2.774137931034483,636.8,543.95,2.6,14.15,18,8.47,2.5700000000000003,1.365
R3C6,CNJ04_2_6,3,6,2012,NA,NA,NA,4.7,0.5,2.4,0.9,0.9,6.6198,3.15,NA,0.0623,22.47,17.83,2.9808,17.2,3.27,0.9,1.4,2.4,0.5,1.48134361297093,0.737760249743566,0.990350877192982,93.2048327646991,454.011403266764,436.682723752766,1.2602355580482334,2.75825,458.20000000000005,379.1,2.5,16.75,22,8.25,2.8099999999999996,1.355
R3C6,CNJ04_2_6,3,6,2014,NA,NA,NA,5.625,0.125,3.5,1,1,7.11755555555556,3.38888888888889,NA,NA,19.8777777777778,17.7888888888889,2.587,23,2.95555555555556,1.22222222222222,1.77777777777778,1.33333333333333,0.333333333333333,1.37311890072089,0.685291316169313,0.989527001294844,101,431.830693488846,433.910135030526,1.1174266083697697,2.033587301587303,308.9,295.29999999999995,2.1500000000000004,4.35,41.5,8.8,2.365,1.385
R3C7,CNJ04_2_7,3,7,2011,0.11704746897774276,0.26327557294577975,0.32076480812942904,3.3,0.6,1.8,0.8,0.1,4.537,4.23,1.66666666666667,0.0568,22.066,18.971,2.851,21.1,2.88,1.3,0.8,1.8,0.9,1.42990839281308,0.714783793574969,0.990258121428297,105.204832764699,472.726377141883,451.931961725084,1.1631437457171472,2.5205555555555557,282.5,246.95,2.2,11.1,23,8.7,2.165,1.63
R3C7,CNJ04_2_7,3,7,2012,NA,NA,NA,2.9,0.7,1.6,0.3,0.3,3.5862,3.307,1.8375,0.077,21.03,17.81,2.4839,15.8,3.12,1.3,1,2,0.5,1.42012770643902,0.710039325713677,0.989629799077357,104.5,449.852520183405,440.841606836125,1.1807973048848963,2.2413749999999997,164.75,127,2.4000000000000004,21.95,26.5,9.1,2.92,1.62
R3C7,CNJ04_2_7,3,7,2014,NA,NA,NA,4.2,0.2,2.5,0,1.5,4.552,3.07,1.3,NA,18.17,17.32,2.158,18.4,2.85,1.9,1,1.4,0.4,1.16554899478365,0.513708494164841,0.991297013380363,116.409665529398,427.671810405486,449.159373002845,1.0490762124711317,1.8207999999999998,406.45000000000005,389.9,2.1500000000000004,3.95,NA,8,2.3200000000000003,1.49
R3C8,CNJ04_2_8,3,8,2011,0.022711711887947704,0.3554663197782932,0.392131894645131,3.9,0.7,2,0.4,0.8,5.228,4.08,1.88333333333333,0.0959,23.696,18.517,2.837,20.2,2.726,0.9,1,1.8,0.8,1.66384810600145,0.799236689645521,NA,123.204832764699,499.065970003161,457.477139169564,1.2796889344926285,2.614,599.1500000000001,519.3,2.5,12.7,11.5,7.83,2.495,1.325
R3C8,CNJ04_2_8,3,8,2012,NA,NA,NA,5,1.4,2,0.2,1.4,4.9958,NA,NA,0.1113,22.47,17.43,2.7261,16.8,3.14,0.5,1.5,1.6,0.3,1.51728367637216,0.752079379223809,0.990111812580817,94.2048327646991,463.022316614043,438.069018113885,1.2891566265060241,2.4979,284.9,226.75,2.3,18.3,20,8.45,2.92,1.565
R3C8,CNJ04_2_8,3,8,2014,NA,NA,NA,5.66666666666667,0.222222222222222,2.55555555555556,1.33333333333333,1.55555555555556,5.171,2.84,NA,NA,20.26,17.12,2.259,18.7,2.73,1.7,1.4,1.4,0.4,1.44876543749112,0.723577772811705,0.989069379080006,98.5,449.159373002845,437.375870933325,1.183411214953271,2.0234347826086925,452,432.4,2.05,4.25,28.5,8.15,2.545,1.4100000000000001
R3C9,CNJ04_2_9,3,9,2011,0.14646940147948884,0.1347753743760399,0.07201479597734368,3.4,0.7,1.4,0.5,0.8,3.173,4.15555555555556,1.9,0.0794,24.8177777777778,16.5988888888889,2.55,19.6,2.68,1.5,1.3,1.33333333333333,0.9,1.52425188681813,0.754709131280887,0.98936170212766,86.4096655293983,466.488052516843,440.148459655565,1.4951469308521321,2.2664285714285715,247,200.7,2.3,20.2,14,8.559999999999999,2.585,1.685
R3C9,CNJ04_2_9,3,9,2012,NA,NA,NA,4.1,0.4,1.7,1.6,0.4,4.262,2.25,1.6,0.0774,24.52,16.52,2.6233,16,2.44,1.7,0.7,1.4,0.7,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966,1.4842615012106537,2.5070588235294116,323.95,231.85,NA,27.65,20,9.1,2.8449999999999998,1.585
R3C9,CNJ04_2_9,3,9,2014,NA,NA,NA,5,0.9,2.5,0.6,1,5.295,3.11,NA,NA,23.18,16.53,2.453,26.9,2.66,1.8,0.444444444444444,1.9,0.7,1.51526786425682,0.751310117128507,0.989630589760207,90.4096655293983,460.942875072364,437.375870933325,1.4022988505747125,2.118,427.35,404.25,2.45,5.8,26.5,6.7,2.51,1.1400000000000001
R4C1,CNJ04_21_1,4,1,2011,0.006761602294846835,0.03103337954569688,0.215235792019347,4.2,0.7,1.2,0.9,1.4,3.878,3.68,1,0.05269,22.791,19.631,3.179,27.6,3.352,0.3,0.3,1.6,0.6,1.48207027334197,0.738062969132149,0.990455297694646,110,492.827645378121,460.249727891804,1.160969894554531,3.231666666666667,241.7,201,2.95,14.350000000000001,22,8.370000000000001,2.42,1.12
R4C1,CNJ04_21_1,4,1,2012,NA,NA,NA,2.7,0.3,1.5,0.7,0.2,3.9308,3.42,2.425,0.0892,20.61,17.53,2.6797,15.1428571428571,2.81,0.5,1.6,1.7,0.1,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966,1.1756988020536223,2.6205333333333334,227.15,129.8,2.6,40.85,34.5,9.8,2.8099999999999996,1.195
R4C1,CNJ04_21_1,4,1,2014,NA,NA,NA,4,0.666666666666667,1.88888888888889,0.111111111111111,1.33333333333333,4.8026,4.28,NA,NA,21.46,18.72,3.1304,28.1,3.34,1.2,1.8,1.2,0.4,1.46725581051598,0.731776750929143,0.990860071130827,84.2951672353009,450.545667363964,435.989576572206,1.1463675213675215,2.5425529411764693,274.65,170.35,2.7,37,24,7.45,2.4349999999999996,1.1
R4C10,CNJ04_21_10,4,10,2011,0.09187307974659474,0.19768607790204393,0.3854166666666667,4.625,1.375,1.875,1,0.375,5.75222222222222,3.17777777777778,2.03333333333333,0.0677777777777778,25.6477777777778,19.1077777777778,3.43444444444444,21.6666666666667,3.12555555555556,1.22222222222222,2,1.77777777777778,0.888888888888889,1.52376951893481,0.754528544185566,0.989284900068394,86.4096655293983,466.488052516843,440.148459655565,1.3422690004070472,3.0678518518518505,388.2,352.45,3.1,9.2,20,8.03,2.385,1.315
R4C10,CNJ04_21_10,4,10,2012,NA,NA,NA,4.5,0.9,2.3,0.7,0.6,6.9161,3.62,1.4,0.073,22.85,17.63,3.1608,23.5,3.25,1,1.6,2.3,0.8,1.51526786425682,0.751310117128507,0.989630589760207,90.4096655293983,460.942875072364,437.375870933325,1.2960862166761205,3.007,260.05,156.35,3.3,39.3,33,8.899999999999999,2.775,1.205
R4C10,CNJ04_21_10,4,10,2014,NA,NA,NA,4.66666666666667,0.222222222222222,2.55555555555556,0.555555555555556,1.33333333333333,6.5894,3.54,NA,NA,23.16,18.59,3.0611,24.2,3.3,0.9,1,1.1,0.2,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966,1.2458310919849382,2.5784608695652134,390.15,366.95,2.75,5.85,23,7.15,2.4299999999999997,1.2
R4C11,CNJ04_21_11,4,11,2011,0.028324451344886942,0.22519483540770044,0.3714683368128045,4.9,0.8,2.5,0.7,0.9,5.789,3.71,1.6,0.0982,22.874,18.494,2.726,23,2.879,0.7,0.9,1.6,0.9,1.59887353367515,0.780271995012422,0.990467804915397,93,494.213939739241,455.397697627884,1.23683356764356,2.3156,526.6500000000001,492.70000000000005,2.5,7,16.5,7.029999999999999,2.54,1.21
R4C11,CNJ04_21_11,4,11,2012,NA,NA,NA,4.1,0.4,2.7,0.4,0.6,6.1265,2.91,3.13333333333333,0.0831,23.46,17.79,2.7527,20.9,2.98,1.6,1.2,2.4,0.5,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966,1.318718381112985,2.269074074074074,333.05,225.8,2.6,29.6,27.5,8.649999999999999,2.77,1.225
R4C11,CNJ04_21_11,4,11,2014,NA,NA,NA,4.875,0.375,2.25,1,1.25,5.0153,3.3,NA,NA,19.97,16.47,2.2144,19,3.01,1.6,0.7,1.4,0.2,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966,1.2125075895567698,2.229022222222222,337,317.8,2.05,5.45,28,7.699999999999999,2.415,1.13
R4C12,CNJ04_21_12,4,12,2011,0.10379469676235246,0.44676090714939487,0.49755832881172,4,0.375,2.625,0.25,0.75,6.856,2.28,2.4,0.08,25.233,18.202,2.944,25.4,2.834,1.2,1,2.1,0.7,1.49474016985014,0.743251066346965,0.989569005043558,97.6144982940974,474.805818683563,449.159373002845,1.386276233380947,2.611809523809524,355.65,345,2.6,3.9,22,7.17,2.465,1.5699999999999998
R4C12,CNJ04_21_12,4,12,2012,NA,NA,NA,3,0.7,2,0.3,0,5.5666,3.26,1.63333333333333,0.103,25.75,17.76,3.0554,18.8,2.5875,1.5,1.125,2,0.3,1.43326967678901,0.716384790558589,0.990094124791255,98.5,443.614195558365,434.603282211086,1.4498873873873872,2.7833,136,115.75,2.55,14.3,34,8.1,2.775,1.615
R4C12,CNJ04_21_12,4,12,2014,NA,NA,NA,3.6,0.4,2.1,0.5,0.6,4.7587,2.2,NA,NA,22,16.79,2.4732,25.8,2.99,1.2,1.1,1.8,0.2,1.48134361297093,0.737760249743566,0.990350877192982,93.2048327646991,454.011403266764,436.682723752766,1.3103037522334724,2.266047619047619,368.95,346.8,2.3,7.1,32,6.95,2.565,1.03
R4C13,CNJ04_21_13,4,13,2011,0.013094857872884039,0.16255500733431122,0.3108880308880308,4.8,0.7,2.1,1.8,0.2,5.562,2.98,0.7,0.065,21.802,18.481,2.909,21.8,2.876,1.4,1.6,1.5,0.9,1.52824421552716,0.756195564269505,0.988999734476349,87.6144982940974,471.340082780763,442.921048377805,1.179698068286348,2.6485714285714286,435.9,424.4,2.45,2.65,17,8.45,2.4,1.245
R4C13,CNJ04_21_13,4,13,2012,NA,NA,NA,2.66666666666667,0.222222222222222,2.11111111111111,0.333333333333333,0,5.7096,3.5707,1.85,0.0811,21.37,18.74,2.87988888888889,21.6666666666667,2.85,0.666666666666667,1.2,2.3,0.5,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966,1.1403415154749201,2.7045473684210544,314,223.10000000000002,2.45,26.85,33,8.6,2.54,1.3450000000000002
R4C13,CNJ04_21_13,4,13,2014,NA,NA,NA,4.7,0.8,2.5,0.6,0.8,4.6305,2.72,NA,NA,18.95,16.3,2.1289,19.1,2.76,0.7,1.3,1.3,0.5,1.43326967678901,0.716384790558589,0.990094124791255,98.5,443.614195558365,434.603282211086,1.1625766871165644,1.8521999999999998,307.8,297,2.05,3.35,31,8.25,2.4,1.5
R4C14,CNJ04_21_14,4,14,2011,0.12823386569533946,0.392630610565051,0.5721939281698525,4.2,0.7,2.2,0.7,0.6,5.436,4.18,1.6,0.0722,23.646,18.148,2.807,25,3.058,0.7,1.3,1.4,1,1.47432587878444,0.734807143940049,0.989043292357028,104.409665529398,466.488052516843,444.307342738925,1.3029534934979061,2.4709090909090907,719.05,594.25,2.7,17.25,16,7.279999999999999,2.415,1.835
R4C14,CNJ04_21_14,4,14,2012,NA,NA,NA,4,1.375,1.375,0.875,0.375,4.2003,4.47,2.46666666666667,0.0886,24.42,17.74,3.1456,18.7,2.83,1.2,1.5,2,0.3,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966,1.3765501691093576,3.054763636363637,313.6,161.7,2.9000000000000004,NA,30,8.8,2.6799999999999997,1.77
R4C14,CNJ04_21_14,4,14,2014,NA,NA,NA,4.33333333333333,0.111111111111111,2.55555555555556,0.111111111111111,1.55555555555556,5.1576,2.93,NA,NA,21.83,15.92,2.4044,21.4,2.91,1.3,1.5,1.7,0,1.44876543749112,0.723577772811705,0.989069379080006,98.5,449.159373002845,437.375870933325,1.3712311557788943,2.018191304347823,354.5,332.2,2.1500000000000004,6.949999999999999,32.5,8.25,2.3099999999999996,1.4449999999999998
R4C15,CNJ04_21_15,4,15,2011,0.1745310910854088,0.10927988121752036,0.1467414393746282,4.2,0.6,1.5,1.9,0.2,3.49,2.39,1.9,0.0609,21.272,16.735,2.347,19,2.818,0.9,1.1,1.6,1,1.40903424376239,0.704498013473049,0.989344637946838,91.7048327646991,456.090844808444,443.614195558365,1.271108455333134,2.3266666666666667,373.55,337.4,2.25,9.1,26.5,8.379999999999999,2.425,1.77
R4C15,CNJ04_21_15,4,15,2012,NA,NA,NA,3.6,0.2,2.3,0.8,0.3,4.9658,3.09,3.94,0.0905,21.98,17.34,2.4954,17.5,2.85,1.1,1.2,2.5,0.3,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966,1.2675893886966552,2.1590434782608696,299.95000000000005,251.05,2.75,16.05,32.5,8.600000000000001,2.82,1.34
