year,accession_name,accession,row,column,berry_length,berry_width,berry_weight,num_seeds,num_peds,num_berries,total_berry_weight,upright_length,secondary_growth,dry_wt_leaves,ULvW,UMFW,TY_September,TY_October,SFY_September,SFY_October,MFW_September,MFW_October,PFR_September,PFR_October,Tacy_September,Tacy_October,Brix_September,Brix_October,TA_September,TA_October,PAC_September,PAC_October
2012,CNJ04_2_29,R3C29,3,29,25.92,17.996,3.2306,18.5,3.3,2.4,7.2918,4.2,1.875,0.1323,1.4403200711269173,3.03825,550.2,310.3,484.9,272.7,2.7,3,11,11.2,15,37,8.4,9.5,2.76,2.63,1.42,1.12
2012,CNJ04_2_3,R3C3,3,3,22.41,18.29,3.0273,16.1,4.3,2.2,5.3215,3.94,1.45,0.1073,1.2252597047566978,2.4188636363636364,221.8,344.5,190.7,283.2,2.4,2.5,12.9,14.5,17,37,8.6,8.8,2.82,2.67,1.89,1.5
2012,CNJ04_2_30,R3C30,3,30,24.781,18.587,3.246,21.2,4.5,2.3,7.0243,3.26,4.01666666666667,0.1015,1.3332436649270996,3.05404347826087,249.9,606.3,217.1,543.6,2.5,2.9,12,10.3,8,23,8.4,7.9,2.82,2.26,1.52,1.06
2012,CNJ04_2_31,R3C31,3,31,24.82,17.81,3.173,19.3,3.77777777777778,2.11111111111111,5.9608,4.35,3.1,0.0895,1.393599101628299,2.823536842105265,338.2,406.2,306.4,383,2.4,2.7,8.4,5.4,8,23,12.1,10.3,2.71,2.82,1.35,1.39
2012,CNJ04_2_32,R3C32,3,32,20.74,17.86,2.6746,20.5,4.3,2.2,5.0852,2.76,2.4,0.0885,1.1612541993281074,2.3114545454545454,496.1,394,460,378,2.3,2.6,7,3.9,7,22,8.1,9.2,2.82,2.49,1.48,1.4
2012,CNJ04_2_33,R3C33,3,33,21.34,16.13,2.264,13.5,2.7,1.5,3.0155,2.85,2.03333333333333,0.1312,1.3230006199628024,2.010333333333333,233.6,160.6,172.8,141.9,2.4,2.3,17.6,11.5,22,72,7.7,9.2,2.72,2.67,1.47,1.22
2012,CNJ04_2_34,R3C34,3,34,24.0666666666667,18.7111111111111,3.07844444444444,22.2222222222222,3.66666666666667,2.22222222222222,6.25055555555556,5.13333333333333,2.13333333333333,0.11011111111111101,1.2862232779097411,2.8127500000000047,297.3,447.9,254.8,393.9,2.5,2.7,10.8,10.5,20,44,7.9,9.9,2.82,2.88,2.14,1.42
2012,CNJ04_2_35,R3C35,3,35,24.9363636363636,18.2363636363636,3.15318181818182,19.7272727272727,4.11111111111111,2.11111111111111,5.94936363636364,2.6,1.1,0.0675454545454545,1.3673978065802599,2.818119617224884,282.3,250.2,226.4,198.9,2.6,2.3,18.2,19.1,8,31,7,9.9,2.3,2.53,1.39,1.19
2012,CNJ04_2_36,R3C36,3,36,22.4,18.04,2.8135,23,4.9,2,4.921,2.26666666666667,1.46666666666667,0.0581,1.2416851441241685,2.4605,486.1,592.6,387.6,372.1,2.5,3,18.4,36.3,12,34,8.4,9.2,2.81,2.55,1.23,1.16
2012,CNJ04_2_4,R3C4,3,4,20.44,18.02,2.7685,17.1,3.7,2.6,6.6364,3.86,2.56,0.1011,1.1342952275249722,2.5524615384615386,144.6,274.3,126.3,238,2.5,2.7,12.2,13.1,30,36,8.8,8.1,2.39,2.25,1.26,1.28
2012,CNJ04_2_5,R3C5,3,5,22.33,16.76,2.6617,17.5,3.66666666666667,2,4.4131,3.74,2.26666666666667,0.095,1.3323389021479712,2.20655,142.5,229.4,107.5,199.7,2.2,2.9,23.6,12.4,11,26,8.1,10.3,2.82,3.51,1.79,1.85
2012,CNJ04_2_6,R3C6,3,6,22.47,17.83,2.9808,17.2,4.7,2.4,6.6198,3.15,NA,0.0623,1.2602355580482334,2.75825,492.3,424.1,410.7,347.5,2.6,2.4,16.4,17.1,16,28,7.3,9.2,2.8,2.82,1.49,1.22
2012,CNJ04_2_7,R3C7,3,7,21.03,17.81,2.4839,15.8,2.9,1.6,3.5862,3.307,1.8375,0.077,1.1807973048848963,2.2413749999999997,156.9,172.6,132.5,121.5,2.2,2.6,15,28.9,27,26,9,9.2,2.82,3.02,1.64,1.6
2012,CNJ04_2_8,R3C8,3,8,22.47,17.43,2.7261,16.8,5,2,4.9958,13.4457142857143,16.9,0.1113,1.2891566265060241,2.4979,362.1,207.7,273.5,180,2.3,2.3,24.3,12.3,12,28,7.9,9,3.14,2.7,1.55,1.58
2012,CNJ04_2_9,R3C9,3,9,24.52,16.52,2.6233,16,4.1,1.7,4.262,2.25,1.6,0.0774,1.4842615012106537,2.5070588235294116,327,320.9,237,226.7,4.5,2.9,26.4,28.9,8,32,8.1,10.1,2.68,3.01,1.53,1.64
2012,CNJ04_21_1,R4C1,4,1,20.61,17.53,2.6797,15.1428571428571,2.7,1.5,3.9308,3.42,2.425,0.0892,1.1756988020536223,2.6205333333333334,173.7,280.6,91.9,167.7,2.5,2.7,45.1,36.6,34,35,9.7,9.9,2.76,2.86,1.31,1.08
2012,CNJ04_21_10,R4C10,4,10,22.85,17.63,3.1608,23.5,4.5,2.3,6.9161,3.62,1.4,0.073,1.2960862166761205,3.007,273.5,246.6,158.6,154.1,3.1,3.5,41.6,37,17,49,8.1,9.7,2.73,2.82,1.3,1.11
2012,CNJ04_21_11,R4C11,4,11,23.46,17.79,2.7527,20.9,4.1,2.7,6.1265,2.91,3.13333333333333,0.0831,1.318718381112985,2.269074074074074,448.6,217.5,288,163.6,2.7,2.5,35,24.2,12,43,8.1,9.2,2.86,2.68,1.4,1.05
2012,CNJ04_21_12,R4C12,4,12,25.75,17.76,3.0554,18.8,3,2,5.5666,3.26,1.63333333333333,0.103,1.4498873873873872,2.7833,149.6,122.4,127,104.5,2.6,2.5,14.5,14.1,13,55,7,9.2,2.84,2.71,1.95,1.28
2012,CNJ04_21_13,R4C13,4,13,21.37,18.74,2.87988888888889,21.6666666666667,2.66666666666667,2.11111111111111,5.7096,3.5707,1.85,0.0811,1.1403415154749201,2.7045473684210544,319.6,308.4,233.3,212.9,2.2,2.7,23.4,30.3,18,48,8.6,8.6,2.66,2.42,1.36,1.33
2012,CNJ04_21_14,R4C14,4,14,24.42,17.74,3.1456,18.7,4,1.375,4.2003,4.47,2.46666666666667,0.0886,1.3765501691093576,3.054763636363637,284.6,342.6,167.6,155.8,2.7,3.1,36.5,53.9,19,41,8.6,9,2.5,2.86,1.77,1.77
2012,CNJ04_21_15,R4C15,4,15,21.98,17.34,2.4954,17.5,3.6,2.3,4.9658,3.09,3.94,0.0905,1.2675893886966552,2.1590434782608696,303.1,296.8,240.8,261.3,2.8,2.7,20.3,11.8,18,47,8.4,8.8,2.82,2.82,1.36,1.32
2012,CNJ04_21_16,R4C16,4,16,23.78,17.65,2.8789,17.9,3.5,1.8,4.4625,3.9,2.46,0.0937,1.3473087818696885,2.479166666666667,520.4,293.8,344.8,230.4,2.8,2.7,31.6,20.6,12,27,8.1,9.2,2.75,2.46,1.64,1.5
2012,CNJ04_21_17,R4C17,4,17,19.32,15.69,1.9187,11.7,3.3,2,3.345,2.55,1.76666666666667,0.0686,1.2313575525812621,1.6725,183.7,194.5,148.8,152.6,2,1.9,18.3,21.4,14,34,8.6,10.3,2.87,2.82,1.56,1.23
2012,CNJ04_21_18,R4C18,4,18,22.91,18.15,3.0459,22.7,2.7,1.8,5.3703,3.73,3.95,0.0958,1.2622589531680442,2.9835000000000003,382.8,297.2,203.7,200.9,2.7,2.4,41.8,31.3,13,36,8.4,9.2,2.73,2.66,1.94,1.4
2012,CNJ04_21_19,R4C19,4,19,21.72,17.37,2.5406,19.4,3.8,1.4,3.6179,3.8,2.075,0.0984,1.250431778929188,2.584214285714286,447,420.5,414.3,380.8,2.3,2.7,6.7,8.9,13,31,8.1,8.4,2.82,2.54,1.29,1.36
2012,CNJ04_21_2,R4C2,4,2,19.77,17,2.2145,14.4444444444444,3.6,1.8,3.2099,4.58,3.675,0.3408,1.1629411764705881,1.7832777777777777,323.2,159.1,231.4,109.3,2.1,2,21.3,29.2,13,30,9,9.7,2.97,2.38,1.49,1.72
2012,CNJ04_21_20,R4C20,4,20,20.55,17.67,2.7337,16.2,5.6,3.2,7.0539,4.47,2.8625,0.1276,1.162988115449915,2.2043437499999996,307.7,280.1,215.4,189.3,2.4,2.6,28.4,30.7,17,47,8.1,10.6,2.88,1.94,1.5,1.67
2012,CNJ04_21_21,R4C21,4,21,20.9666666666667,16.7666666666667,2.50433333333333,21.6666666666667,4.66666666666667,2.55555555555556,5.29355555555556,2.81111111111111,1.52,0.0862222222222222,1.2504970178926436,2.0713913043478245,374.3,400.6,305.5,352,2.2,2.5,17.9,10.4,14,37,9,9.2,2.83,2.63,1.92,1.78
2012,CNJ04_21_22,R4C22,4,22,22.28,17.31,2.9307,12.1,3.4,1.9,5.1232,3.91,1.725,0.1039,1.2871172732524554,2.696421052631579,178.1,169.3,91.4,105.9,2.6,3,46.1,30.5,16,46,7.7,8.4,2.8,3.41,1.52,1.47
2012,CNJ04_21_23,R4C23,4,23,22.28,17.16,2.5001,15.6,5.6,2.7,5.5761,3.6875,2.525,0.1242,1.2983682983682985,2.0652222222222223,259.9,506.6,246.4,450.3,2.1,2.1,4.4,8.6,18,41,8.8,10.1,2.93,2.46,1.67,1.44
2012,CNJ04_21_24,R4C24,4,24,21.97,18.26,2.9509,14,2.9,2,4.988,3.41,1.7,0.089,1.2031763417305585,2.494,95.6,118.4,73.9,98.9,2.4,2.4,22.3,12.2,9,27,8.8,9.5,2.97,2.77,1.53,1.52
2012,CNJ04_21_25,R4C25,4,25,23.2,19.12,3.3746,24.1,4.2,2.2,6.2467,4.51,2.35,0.1016,1.213389121338912,2.8394090909090903,377.5,300.5,325.8,242.5,2.7,2.7,13.1,17.6,5,30,8.4,9,3.17,2.57,1.59,1.5
2012,CNJ04_21_26,R4C26,4,26,20.95,17.75,2.7583,21.4,3.7,2,4.7054,3.9,NA,0.087,1.180281690140845,2.3527,148.4,397.7,129.5,317.2,2.4,2.6,11.7,18.5,6,15,9,10.1,2.71,2.43,1.24,1.12
2012,CNJ04_21_27,R4C27,4,27,21.56,17.54,2.7169,17.6,2.625,1.75,4.2036,3.62,NA,0.0694,1.2291904218928165,2.4020571428571427,327.1,357.2,299.7,266.5,2.7,2.9,8,21.5,14,28,8.6,8.4,2.68,2.18,1.09,1.35
2012,CNJ04_21_28,R4C28,4,28,20.45,17.87,2.5806,21.3,4,1.8,4.3596,3.04,NA,0.0908,1.1443760492445438,2.422,182.1,245.7,160,228.1,2.2,2.4,10.6,5.7,13,31,8.4,9.2,2.94,2.56,1.35,1.19
2012,CNJ04_21_29,R4C29,4,29,19.39,18.33,2.4359,6.2,3.6,1.9,3.9186,3.69,1.62857142857143,0.0765,1.0578286961265686,2.062421052631579,443.4,291.3,390.2,276,2.5,2.3,10.6,5.3,8,25,8.1,9.9,2.84,2.76,1.94,1.34
2012,CNJ04_21_3,R4C3,4,3,26.38,18.96,3.5569,23.8,3.8,2,6.0174,3.03,1.68571428571429,0.08,1.391350210970464,3.0087,40,107.2,34.1,102.2,2.4,2.6,14.8,3.7,20,28,7.9,8.4,2.82,3.15,2,1.18
2012,CNJ04_21_30,R4C30,4,30,21.4777777777778,18.3666666666667,2.74022222222222,20,4.88888888888889,3,6.82244444444444,4.37777777777778,2.85,0.114444444444444,1.1693889897156675,2.274148148148147,478.8,607.1,409.2,547.8,2.2,3.8,12.8,8.1,19,34,10.6,9,3.3,2.63,1.26,1.18
2012,CNJ04_21_31,R4C31,4,31,23.69,18.81,3.1505,24.6,2.44444444444444,1.77777777777778,4.8079,3.76,3.08,0.0968,1.2594364699627858,2.7044437499999967,87.4,144.8,74.4,120.5,2.6,3,14.6,15.9,19,28,7.5,9.5,3.07,3.13,1.28,1.3
2012,CNJ04_21_32,R4C32,4,32,20.8,18.63,2.8556,15.1,3,2,5.3088,3.66,2.1,0.1087,1.116478797638218,2.6544,173.6,199.5,152.5,116.2,2.6,2.7,12.1,11.9,23,48,8.4,9.2,2.85,2.82,1.86,2.06
2012,CNJ04_21_33,R4C33,4,33,19.93,16.57,2.1446,13.9,3.4,2.1,3.8628,2.61,1.55833333333333,0.0806,1.2027761013880507,1.8394285714285714,259.2,398.1,234.1,333.7,2.2,2.2,7.3,12.5,10,33,7.5,8.6,2.8,2.68,1.88,1.9
2012,CNJ04_21_34,R4C34,4,34,23.68,17.6,2.4494,18.2,4.33333333333333,2.11111111111111,4.0856,2.23333333333333,0.8,0.0533,1.3454545454545452,1.935284210526317,332.7,663.2,292.2,566.8,2.4,2.7,9.9,11.9,13,43,7.7,9.7,2.29,2.18,1.63,1.55
2012,CNJ04_21_35,R4C35,4,35,21.76,19.81,2.4001,19.7,4.2,1.5,3.346,4.06,1.4,0.0661,1.098435133770823,2.2306666666666666,402.9,302.3,332.9,242.3,2.4,2.3,15.5,17.1,19,34,7.5,8.6,2.36,2.29,1.42,1.59
2012,CNJ04_21_36,R4C36,4,36,21.69,16.15,2.4192,16.1,3.7,2,4.2611,3.84,1.85,0.0895,1.3430340557275544,2.13055,281.3,265.9,234.6,214.2,2.4,2.6,14.2,18.5,16,62,6.8,9.5,2.56,2.85,1.7,2.35
2012,CNJ04_21_4,R4C4,4,4,19.84,17.05,2.4663,17.7777777777778,4.5,1.7,4.1349,2.91,2.55714285714286,0.0796,1.1636363636363636,2.432294117647059,194.3,196.6,123.2,126.2,2.4,2.9,35.2,34.2,33,53,8.8,10.1,2.08,2.35,1.46,1.18
2012,CNJ04_21_5,R4C5,4,5,20.8,15.21,2.1454,9.55555555555556,3.1,1.4,2.7404,3.34,3.13333333333333,0.0986,1.3675213675213675,1.9574285714285717,606.1,407.1,456.4,365.6,2.5,2.3,23.9,10.2,27,31,9.5,8.8,2.67,2.34,1.49,1.54
2012,CNJ04_21_6,R4C6,4,6,20.55,17.18,2.5612,18.5,4.6,2.3,4.6136,2.92,2.36666666666667,0.0574,1.1961583236321305,2.005913043478261,278.5,381.1,194,313.4,2.2,2.7,27.5,17.4,6,28,6.6,9.7,2.43,2.84,1.36,0.95
2012,CNJ04_21_7,R4C7,4,7,22.37,17.74,3.0481,17,4.6,2,5.8612,3.5,3.18,0.099,1.2609921082299889,2.9306,107.2,394.4,74.9,237.7,2.3,2.9,29.4,33.3,33,39,9,9,2.51,2.45,1.67,1.45
2012,CNJ04_21_8,R4C8,4,8,27.5,17.93,3.6505,22,3.77777777777778,1.55555555555556,5.1748,3.43,1.675,0.1112,1.5337423312883436,3.3266571428571337,219.7,480.8,114,294.6,2.3,3.1,47.7,38.2,18,29,8.1,9,2.99,2.82,1.45,1.24
2012,CNJ04_21_9,R4C9,4,9,20.1666666666667,16.0222222222222,2.0843,9.55555555555556,1.5,1.2,2.2409,4.64,2.08,0.0972,1.258668515950073,1.8674166666666667,10.5,20.9,10.2,10.8,2,2.2,0,48.3,14,23,9.9,10.6,2.31,2.65,1.62,1.65
2012,Mullica_Queen,R6C29,6,29,23.51,16.93,2.761,17.1,3.6,2.1,4.8449,2.85,1.075,0.071,1.3886591848789134,2.307095238095238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Stevens,R6C28,6,28,21.15,17.4,2.7429,16.9,4.11111111111111,2.22222222222222,5.9512,3.05,1.55,0.0763,1.2155172413793103,2.6780400000000024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,CNJ04_2_1,R3C1,3,1,18.35,16.52,2.008,17.1,5.55555555555556,2,3.591,2.62,1.7,NA,1.1107748184019373,1.7955,324.4,377.1,157.1,118.8,1.8,1.8,51.2,68.5,13,37,7.7,9.9,2.44,2.43,1.07,1.16
2014,CNJ04_2_10,R3C10,3,10,18.19,17.04,2.2085,14.1,6.22222222222222,2.66666666666667,5.3964,2.83,NA,NA,1.0674882629107982,2.0236499999999973,347,204,324.8,167.2,2,2.2,6.1,18,16,34,7.7,8.8,2.26,2.01,1.05,1.22
2014,CNJ04_2_11,R3C11,3,11,21.18,17.53,2.4728,19.4,5.1,1.9,4.3659,2.74,NA,NA,1.2082144894466629,2.297842105263158,194.7,380.4,172.2,333.6,2.3,2.2,11.4,12.3,15,43,7.7,8.6,2.39,2.2,1.17,1.11
2014,CNJ04_2_12,R3C12,3,12,19.62,17.78,2.577,20.5,4.6,2.5,5.462,4.96,NA,NA,1.1034870641169854,2.1848,518.2,428.1,505.6,398.9,2.2,2.1,2.4,6.8,9,36,8.1,8.8,2.39,2.15,0.96,1.36
2014,CNJ04_2_13,R3C13,3,13,19.76,15.85,1.9943,19.4,4.3,2,3.7467,2.25,NA,NA,1.2466876971608833,1.87335,298.8,247.3,283.7,239.3,1.9,1.9,4.7,3.2,15,47,7,9.2,2.49,2.42,1.2,1.24
2014,CNJ04_2_14,R3C14,3,14,19.31,15.47,1.9018,17.4,5.6,1.7,2.9918,2.62,NA,NA,1.2482223658694245,1.7598823529411765,410.4,183.7,387.2,149.9,1.7,1.7,4.4,18.4,12,40,8.1,8.4,2.34,2.75,1.51,1.38
2014,CNJ04_2_15,R3C15,3,15,20,18.25,2.73,19.9,5.3,1.9,4.714,5.05,NA,NA,1.095890410958904,2.481052631578948,343.7,444.9,317.2,427,2.6,2,7.2,4,7,35,7.7,8.8,2.61,2.6,1.24,1.07
2014,CNJ04_2_16,R3C16,3,16,21.54,17.47,2.6333,22.1,5.4,2.4,5.171,3.66,1.5,NA,1.2329708070978822,2.1545833333333335,335.2,312,293.7,274.8,2.1,1.9,12.2,11.9,8,41,7,9,2.49,2.22,1.07,1.04
2014,CNJ04_2_17,R3C17,3,17,18.5,17.14,2.195,14.4,4.5,2.9,5.252,3.93,2.35,NA,1.0793465577596266,1.8110344827586207,168.2,92,155.2,84.9,1.8,2,7.7,7.7,24,56,8.6,9,2.55,2.4,1.26,1.26
2014,CNJ04_2_18,R3C18,3,18,20.01,17.11,2.298,19.9,3.66666666666667,2.88888888888889,5.617,3.4,1.1,NA,1.169491525423729,1.944346153846153,525.7,263.5,513.3,258.4,1.7,1.9,2.2,1.9,8,31,9,7.7,2.82,2.21,1.56,1.25
2014,CNJ04_2_19,R3C19,3,19,19.59,16.73,2.3588,14.7,4.33333333333333,2.11111111111111,4.1651,2.8,NA,NA,1.1709503885236103,1.972942105263159,365.5,257.6,347.5,252.5,1.9,2.2,4.9,2,12,56,7,9.7,2.72,2.82,1.7,1.49
2014,CNJ04_2_2,R3C2,3,2,19.69,16.56,2.1141,14.9,4.55555555555556,2.11111111111111,4.4572,2.91,NA,NA,1.1890096618357489,2.111305263157896,273.2,138.7,100.6,56,2,2.2,63,59.6,8,31,6.4,9.2,2.52,2.52,1.33,1.34
2014,CNJ04_2_20,R3C20,3,20,19.08,15.96,2.0386,22.5,4.3,2.3,4.1351,2.91,NA,NA,1.1954887218045112,1.7978695652173917,317.9,326.5,314.2,316.9,1.9,2.1,1,2.9,4,17,7.9,7.9,2.65,2.77,1.31,1.06
2014,CNJ04_2_21,R3C21,3,21,20.79,17.21,2.506,23.4,4.8,2.7,5.795,3.05,NA,NA,1.2080185938407901,2.146296296296296,365.2,338.8,359.2,311.4,2,2,1.6,8.1,10,27,7,9.2,2.56,2.02,1.1,1.04
2014,CNJ04_2_22,R3C22,3,22,21.89,17.34,2.688,25.2,2.9,1.5,3.863,3.96,NA,NA,1.26239907727797,2.5753333333333335,91.2,49.4,88.3,33.8,2.6,2,3.2,31.6,17,30,7.5,7.5,2.71,2.78,1.5,1.63
2014,CNJ04_2_23,R3C23,3,23,20.41,17.49,2.5356,15.8,4.3,3.1,6.4843,3.64,1.95,NA,1.166952544311035,2.0917096774193547,383.6,375.7,360.5,341.6,2.1,2,5.9,9.1,9,42,7.5,9,2.46,2.26,1.31,1.14
2014,CNJ04_2_24,R3C24,3,24,19.2181818181818,17.9909090909091,2.45909090909091,19.5454545454545,4.36363636363636,2.18181818181818,4.77090909090909,2.86363636363636,NA,NA,1.0682162708438592,2.186666666666668,290.7,502,284.5,478.7,2.4,2.2,2.1,4.6,20,50,7.5,8.4,2.46,2.37,1.55,1.54
2014,CNJ04_2_25,R3C25,3,25,22.53,17.81,2.7711,20.8,4.6,3.1,7.6599,4.17,NA,NA,1.265019651880966,2.4709354838709676,527.8,430,523.5,414.8,2.6,2.4,0.7,3.5,16,55,7.3,8.8,2.64,2.61,1.08,1.63
2014,CNJ04_2_26,R3C26,3,26,21.12,16.58,2.348,16.9,5.5,2.3,4.592,3.58,1,NA,1.2738238841978289,1.9965217391304348,344.8,298.5,335.9,277.5,2.2,2.1,2.5,7,9,26,7.7,8.1,2.26,2.25,0.83,1.27
2014,CNJ04_2_27,R3C27,3,27,18.64,18.01,2.4356,24.3,5.3,2.3,5.1895,2.43,1.2,NA,1.0349805663520266,2.256304347826087,455.5,428.1,444,418.3,2.1,2.6,2.3,2.3,17,42,7.9,8.6,2.37,2.08,1.17,1.39
2014,CNJ04_2_28,R3C28,3,28,19.36,16.83,2.1291,24.1,4.5,2.4,4.6675,2.64,NA,NA,1.150326797385621,1.944791666666667,449.5,322.5,434.9,315.7,2.1,2,3.2,2.1,15,32,7.5,8.6,2.5,2.45,1.53,1.53
2014,CNJ04_2_29,R3C29,3,29,21.59,16.36,2.372,18.9,4.7,2.2,4.584,3.14,NA,NA,1.319682151589242,2.0836363636363635,536.7,308.2,529.1,298.5,2.2,2.3,1.2,3.1,12,41,7.3,9,2.34,2.52,1.09,1.33
2014,CNJ04_2_3,R3C3,3,3,19.2,16.42,2.154,18,4,2,4.2149,2.98,NA,NA,1.1693057247259437,2.10745,317.7,230.6,211.7,177.6,2,2.1,33.1,23,24,42,7.7,8.6,2.42,2.64,1.21,1.32
2014,CNJ04_2_30,R3C30,3,30,20.61,16.16,2.166,14.5,4.6,2.3,4.277,3.11111111111111,NA,NA,1.2753712871287128,1.8595652173913046,624.2,561.8,595.5,541.9,2.3,2.1,4.5,3.5,6,23,7.5,8.1,2.59,2.42,1.24,1.12
2014,CNJ04_2_31,R3C31,3,31,21.08,16.3,2.2825,11.6,4.44444444444444,2.77777777777778,5.4359,3.24,0.8,NA,1.2932515337423311,1.9569239999999986,317.9,372,314.7,350.7,2,2.3,1,5.7,5,30,7.5,8.6,2.57,2.5,1.53,1.37
2014,CNJ04_2_32,R3C32,3,32,19.38,17.18,2.36,21.4,5.33333333333333,1.77777777777778,4.156,2.4,NA,NA,1.1280558789289872,2.337749999999997,374.7,461.7,368.9,413.1,2.1,1.9,1.4,10.5,14,30,7.5,8.6,2.4,2.3,1.07,1.13
2014,CNJ04_2_33,R3C33,3,33,20.65,16.19,2.319,14.8,4.7,2.2,4.467,2.99,NA,NA,1.275478690549722,2.0304545454545453,264.1,220.8,251.4,219.1,2.1,1.9,4.8,0.8,17,49,7.3,7.9,2.45,2.58,1.29,1.29
2014,CNJ04_2_34,R3C34,3,34,20.7,17.35,2.592,19.2,3.7,2.3,5.053,3.3,NA,NA,1.1930835734870315,2.1969565217391307,372,209.1,349.8,203.9,2.2,2.7,5.8,2.5,15,51,7.5,7.9,2.56,2.57,1.24,1.42
2014,CNJ04_2_35,R3C35,3,35,20.81,16.52,2.428,13.9,4.4,2.2,4.807,3.49,2.5,NA,1.259685230024213,2.185,555.1,341,519.6,315.2,2.2,2.1,6.3,7.6,8,34,7.7,8.4,2.3,2.26,1.03,1.44
2014,CNJ04_2_36,R3C36,3,36,19.75,16.29,2.314,18.7,4.3,2.2,4.508,2.6,NA,NA,1.212400245549417,2.049090909090909,518,63.8,430.5,63.8,2.1,2.5,16.7,0,8,37,8.4,9.7,2.64,2.59,1.19,1.3
2014,CNJ04_2_4,R3C4,3,4,18.29,16.37,2.1706,22,5.2,2.4,4.8065,2.03,1.2,NA,1.1172877214416614,2.0027083333333335,387.3,343.4,373.7,333.1,2.2,2.1,3.5,3,22,37,7,9.2,2.2,2.25,1.41,1.44
2014,CNJ04_2_5,R3C5,3,5,20.33,16.12,2.212,18.5,4.5,2.25,4.1391,3.03333333333333,0.9,NA,1.2611662531017367,1.8396,256.7,168.3,245.6,161.2,2,2.3,4.2,4.2,10,33,7.7,8.4,2.61,2.82,1.54,1.53
2014,CNJ04_2_6,R3C6,3,6,19.8777777777778,17.7888888888889,2.587,23,5.625,3.5,7.11755555555556,3.38888888888889,NA,NA,1.1174266083697697,2.033587301587303,324.2,293.6,309.7,280.9,2.2,2.1,4.4,4.3,25,58,8.4,9.2,2.5,2.23,1.51,1.26
2014,CNJ04_2_7,R3C7,3,7,18.17,17.32,2.158,18.4,4.2,2.5,4.552,3.07,1.3,NA,1.0490762124711317,1.8207999999999998,403.3,409.6,389.4,390.4,2.1,2.2,3.2,4.7,19,80,7,9,2.48,2.16,1.41,1.57
2014,CNJ04_2_8,R3C8,3,8,20.26,17.12,2.259,18.7,5.66666666666667,2.55555555555556,5.171,2.84,NA,NA,1.183411214953271,2.0234347826086925,456.2,447.8,441.3,423.5,2.1,2,3.1,5.4,10,47,7.7,8.6,2.55,2.54,1.49,1.33
2014,CNJ04_2_9,R3C9,3,9,23.18,16.53,2.453,26.9,5,2.5,5.295,3.11,NA,NA,1.4022988505747125,2.118,538.6,316.1,516.4,292.1,2.2,2.7,4,7.6,12,41,5.9,7.5,2.54,2.48,1.08,1.2
2014,CNJ04_21_1,R4C1,4,1,21.46,18.72,3.1304,28.1,4,1.88888888888889,4.8026,4.28,NA,NA,1.1463675213675215,2.5425529411764693,208.3,341,135.7,205,2.8,2.6,34.8,39.2,15,33,7,7.9,2.51,2.36,1.02,1.18
2014,CNJ04_21_10,R4C10,4,10,23.16,18.59,3.0611,24.2,4.66666666666667,2.55555555555556,6.5894,3.54,NA,NA,1.2458310919849382,2.5784608695652134,385.6,394.7,362.5,371.4,2.7,2.8,5.8,5.9,15,31,6.6,7.7,2.26,2.6,1.26,1.14
2014,CNJ04_21_11,R4C11,4,11,19.97,16.47,2.2144,19,4.875,2.25,5.0153,3.3,NA,NA,1.2125075895567698,2.229022222222222,368.7,305.3,341.1,294.5,1.8,2.3,7.4,3.5,16,40,7.3,8.1,2.48,2.35,1.01,1.25
2014,CNJ04_21_12,R4C12,4,12,22,16.79,2.4732,25.8,3.6,2.1,4.7587,2.2,NA,NA,1.3103037522334724,2.266047619047619,500,237.9,481.2,212.4,2.5,2.1,3.5,10.7,19,45,6.4,7.5,2.54,2.59,0.94,1.12
2014,CNJ04_21_13,R4C13,4,13,18.95,16.3,2.1289,19.1,4.7,2.5,4.6305,2.72,NA,NA,1.1625766871165644,1.8521999999999998,302.6,313,295.2,298.8,2.1,2,2.2,4.5,19,43,7.5,9,2.4,2.4,1.66,1.34
2014,CNJ04_21_14,R4C14,4,14,21.83,15.92,2.4044,21.4,4.33333333333333,2.55555555555556,5.1576,2.93,NA,NA,1.3712311557788943,2.018191304347823,269.2,439.8,242.9,421.5,2.1,2.2,9.7,4.2,17,48,8.1,8.4,2.36,2.26,1.38,1.51
2014,CNJ04_21_15,R4C15,4,15,20.31,17.41,2.49,26.1,5.88888888888889,2.88888888888889,5.996,3.5,0.8,NA,1.1665709362435381,2.0755384615384607,470,459.8,448.8,430.9,1.9,2.1,4.4,6.3,10,68,7.5,8.6,2.64,2.36,1.38,1.32
2014,CNJ04_21_16,R4C16,4,16,19.98,16.12,2.156,18.9,5,2.5,4.706,3.2,1.8,NA,1.2394540942928038,1.8824,438.6,383.8,418.2,349.6,2,2.1,4.4,8.9,9,36,6.6,9,2.5,2.26,1.27,1.16
2014,CNJ04_21_17,R4C17,4,17,19.2,15.46,1.895,11,4,2.4,3.828,3.1,0.55,NA,1.241914618369987,1.595,182.1,364.2,174.9,315.3,1.7,1.7,3.8,13.4,9,23,8.4,8.4,2.57,2.66,1.72,1.47
