year,accession_name,accession,row,column,UNP,UN0,UNB,UNAF,UNAB,UTBM,UL,USL,UDM,UBL,UBW,UBM,UNS,UCD,UCLP,UCLS,UBBL,URB,UKLvW,UKEC,UKSO,UKTO,UKUX,UKUY,ULvW,UMFM,TYSep,TYOct,SFYSep,SFYOct,MFMSep,MFMOct,PFRSep,PFROct,TacySep,TacyOct,BrixSep,BrixOct,TASep,TAOct,PACSep,PACOct
11,CNJ02_1_108,R9C45,9,45,3.6,0.8,1.8,0.4,0.6,5.1,3.52,2.125,0.0769,27.101,18.296,3.065,19.9,2.712,1.1,1,2.2,0.8,1.61819105458091,0.786198533692122,0.989406698929238,93.2048327646991,490.055056655881,449.159373002845,1.4812527328377787,2.833333333333333,276.5,510.5,152.9,270,2.5,2.8,44.6,47.1,20,42,7.9,8.4,2.51,2.49,1.47,1.55
11,CNJ02_1_109,R9C46,9,46,3.6,0.9,2.1,0.3,0.3,5.158,2.93,4,0.0668,24.026,18.268,2.751,27.7,3.028,0.7,1,1.7,0.8,1.62156179513594,0.787206555799451,0.989410734011351,102,499.759117183721,456.783991989004,1.3151959710970003,2.4561904761904763,410.9,507.7,358.9,283.2,2.4,2.5,12.4,43.9,25,31,8.6,7.5,2.47,2.44,1.53,1.82
11,CNJ02_1_11,R8C2,8,2,5.9,0.1,2.7,2.1,1,4.525,2.34,2.4,0.0511,23.377,16.954,2.205,15.5,3.034,1.4,0.7,1.2,0.3,1.57741123800289,0.77337395897078,0.989704873026767,95,491.441351017001,455.397697627884,1.378848649286304,1.675925925925926,307.7,302.1,115.7,155.3,1.9,2,61.9,48.3,16,33,9,7.5,2.24,2.14,1.38,1.78
11,CNJ02_1_110,R9C47,9,47,4.77777777777778,0.888888888888889,1.66666666666667,1.66666666666667,0.555555555555556,3.948,2.44,1.56,0.0433333333333333,22.943,16.951,2.38,24.5,2.788,1.1,1,2,0.7,1.5704585388767,0.771064784781837,0.987084447841039,106.909665529398,494.907086919801,457.477139169564,1.3534894696478084,2.3687999999999954,471.8,835.1,352.9,573.5,1.9,2.1,25.2,31.3,33,32,9,7.9,2.17,2.27,1.69,1.52
11,CNJ02_1_111,R9C48,9,48,4.1,0.7,2.2,0.7,0.5,5.229,3.98,NA,0.0853,23.411,18.615,2.86,19.1,2.922,1.4,1.4,2.1,0.9,1.35776113415368,0.676430386503091,0.990138899547234,112.204832764699,457.477139169564,449.159373002845,1.257641686811711,2.3768181818181815,442.1,509.7,337,244.2,2.4,2.3,23.8,51.4,35,58,8.4,8.4,2.3,2.61,1.62,1.52
11,CNJ02_1_112,R9C49,9,49,4.4,0.7,1.4,2,0.3,3.6,2.66,1.83333333333333,0.0457,23.459,17.777,2.69,17.1,3.043,0.5,0.9,2,0.4,1.5242163009163,0.754695816096402,0.991030876684096,101.5,474.805818683563,447.079931461165,1.31962648365866,2.5714285714285716,575.5,529.7,406.1,255,2.3,2.4,29.4,51.5,22,25,8.6,8.6,2.22,2.34,1.33,1.2
11,CNJ02_1_113,R9C50,9,50,4.3,0.9,2.4,0.8,0.2,5.754,3.17,NA,0.0549,24.46,18.434,2.737,28.2,2.891,0.7,1,1.8,0.8,1.64178987232125,0.793100078545195,0.986752704498007,112,500.45226436428,459.556580711244,1.3268959531300857,2.3975,620.1,688.7,512.2,322.4,2.5,2.5,17.4,53.1,12,19,8.8,7.7,2.45,1.94,1.2,1.7
11,CNJ02_1_114,R9C51,9,51,3.6,1.3,1.4,0.6,0.3,4.208,2.5875,2.45,0.0661,25.791,19.485,3.251,25,2.746,1.5,1.1,2.1,0.8,1.64178987232125,0.793100078545195,0.986752704498007,112,500.45226436428,459.556580711244,1.3236335642802155,3.0057142857142862,461.4,267.1,367.9,195,3,3.3,20.3,27,28,35,8.6,9.5,2.48,2.37,1.22,1.39
11,CNJ02_1_115,R9C52,9,52,4.9,0.8,2.2,1.1,0.8,6.105,3.28,NA,0.0757,23.343,19.428,2.982,24.3,2.806,1.4,1.1,1.8,1,1.70155431520976,0.80908040869097,0.980475509743435,128.204832764699,502.53170590596,458.863433530684,1.2015132798023471,2.775,626.8,583.2,549.2,475.1,2.6,2.5,12.3,18.4,13,28,7.9,8.4,2.33,2.32,1.34,1.08
11,CNJ02_1_116,R9C53,9,53,4,1.1,1.9,0.7,0.3,5.506,3.81,2.38,0.0837,24.9033333333333,19.334,3.11555555555556,20.1,2.994,0.9,1,2,0.8,1.68773951646694,0.805564202253523,0.982783411533222,125.909665529398,499.759117183721,458.170286350124,1.2880590324471552,2.8978947368421055,841.3,788,750.7,604.4,2.4,2.4,10.6,23.3,22,30,7.9,7.3,2.57,2.41,1.52,1.5
11,CNJ02_1_117,R9C54,9,54,4.5,0.4,3,0.5,0.6,8.342,4.44,2.7,0.0703333333333333,24.698,18.95,3.157,22.3,3.028,0.5,1,1.7,0.6,1.70155431520976,0.80908040869097,0.980475509743435,128.204832764699,502.53170590596,458.863433530684,1.3033245382585752,2.780666666666667,337.9,521.6,285.3,424.6,2.4,2.4,15.2,18.4,17,17,8.4,7.9,2.04,2.32,1.32,1.76
11,CNJ02_1_118,R10C2,10,2,3,0.4,1.8,0.6,0.2,5.007,5.55,4.64,0.1195,24.84,18.844,3.152,20.1,2.792,1.7,0.9,2.2,0.9,1.44062122867217,0.719835217896617,0.991477489872353,101.5,454.704550447324,440.841606836125,1.3181914667798769,2.7816666666666663,518.3,406.9,462.3,332.2,2.3,2.4,10.6,18.1,19,27,7.5,7.7,2.59,2.48,1.47,1.95
11,CNJ02_1_119,R10C3,10,3,3.5,0.7,2,0.7,0.1,3.656,3.54,1.4,0.0704,19.926,17.273,2.101,20.5,2.83,1.7,1.2,2.1,0.9,1.2409606333955,0.592150577328473,0.990730769230769,115.5,449.159373002845,454.011403266764,1.1535923117003415,1.828,106.3,60.8,64.2,29.9,1.6,1.8,39.6,50.8,41,44,7.9,9,2.25,2.34,2.05,NA
11,CNJ02_1_12,R8C3,8,3,4.6,0.1,2.7,1.6,0.2,4.939,3.57,2,0.0714,21.521,16.986,2.183,17.4,2.765,0.8,2,1.8,0.8,1.62156179513594,0.787206555799451,0.989410734011351,102,499.759117183721,456.783991989004,1.2669845755327918,1.8292592592592591,286.1,427.8,256.3,387.3,1.9,2,10.4,9.4,25,28,8.1,8.6,2.26,2.4,1.6,1.58
11,CNJ02_1_120,R10C4,10,4,4.2,1.3,2.2,0.5,0.2,5.122,4.73,3.7,0.0889,19.101,19.045,2.519,23.1,2.9,1.7,1.5,1.9,0.8,1.09126045755202,0.400328920253646,0.989802201185254,132.409665529398,422.819780141567,455.397697627884,1.0029404043055918,2.328181818181818,293,66.2,183.6,35.2,2,2,37.3,46.7,18,31,7.5,9.7,2.36,2.32,2.02,NA
11,CNJ02_1_121,R10C5,10,5,3.3,0.2,2.3,0.7,0.1,4.266,4.47,1.98,0.0906,19.437,17.916,2.186,26.4,2.862,1.1,1,2.6,0.7,1.61737977991087,0.785954786107649,0.98320732494966,122,498.372822822601,459.556580711244,1.0848961821835232,1.8547826086956523,220.4,405.7,147.3,385.7,1.8,2,33.2,4.9,23,32,8.8,8.8,2.32,2.45,2.53,1.93
11,CNJ02_1_122,R10C6,10,6,3.5,0.8,1.4,0.9,0.4,3.009,4.25,0.6,0.0508,21.368,17.195,2.242,23.6,2.767,0.6,1,1.2,0.4,1.59475435033542,0.778974323149046,0.985101924176033,120.114498294097,496.986528461481,460.249727891804,1.242686827566153,2.1492857142857145,175.6,240,117.8,177.1,1.6,2.1,32.9,26,15,20,7.5,9.2,2.14,2.05,1.67,1.68
11,CNJ02_1_123,R10C7,10,7,4.90909090909091,1.09090909090909,2.36363636363636,1,0.454545454545455,4.07363636363636,2.86363636363636,NA,0.0527777777777778,20.9372727272727,16.5481818181818,2.11181818181818,20.6,2.855,1.1,0.9,2,0.5,1.39666465661214,0.698109013679847,0.990809527456537,102.114498294097,453.318256086204,444.307342738925,1.2652310058781517,1.7234615384615393,145.6,145.5,102.5,49.2,1.7,1.8,29.6,66,23,37,9.7,7.3,1.98,1.99,1.51,2.25
11,CNJ02_1_124,R10C8,10,8,4.4,0.4,2.4,0.8,0.8,5.185,2.66,1.43333333333333,0.0535,24.063,17.719,2.507,22.7,2.478,1.2,1.1,2.7,0.4,1.53027055350623,0.756944460049479,0.990332975295381,99.5,486.589320753082,457.477139169564,1.3580337490829053,2.1604166666666664,271.8,442.8,204.7,287.4,1.9,2.5,24.3,34.8,16,27,8.4,9,1.98,2.21,2.26,1.24
11,CNJ02_1_125,R10C9,10,9,4.5,0.6,2.5,1.2,0.2,4.182,3.18,2.4,0.0642222222222222,21.007,16.709,2.103,24.9,3.19,0.7,0.7,2.1,0.7,1.55385963140204,0.765396697060967,0.988521038427914,93.4096655293983,479.657848947482,447.079931461165,1.2572266443234186,1.6728,244.2,100.5,197.1,42.4,2.6,1.7,19,57.1,19,25,8.6,9.5,2.69,2.52,1.83,2.85
11,CNJ02_1_126,R10C10,10,10,3.5,0.4,2.9,0,0.2,6.061,3.21,2.03333333333333,0.0649,24.07,17.038,2.302,26,3.022,1.2,1,1.7,0.8,1.70190355518297,0.809167995279986,0.98047771299605,124.704832764699,502.53170590596,458.863433530684,1.4127244981805376,2.09,168,213.4,95.5,81.5,1.8,1.9,43.1,61.8,46,53,8.8,9,2.1,2.1,2.39,2.02
11,CNJ02_1_127,R10C11,10,11,4.5,1.1,1.8,1.4,0.2,3.654,2.92,2,0.0578888888888889,21.5,17.55,2.253,22.6,2.785,0.7,1.3,2.3,0.8,1.57741123800289,0.77337395897078,0.989704873026767,95,491.441351017001,455.397697627884,1.225071225071225,2.03,439.3,513.4,314.5,345.2,1.7,2.4,28.4,31.8,13,22,7.9,9,2.43,2.22,1.17,1.34
11,CNJ02_1_128,R10C12,10,12,4.2,0.6,2.3,1.1,0.2,6.369,3,2.06666666666667,0.0699,26.4888888888889,18.8888888888889,3.192,26.3,2.898,1.1,1.2,1.9,0.9,1.70155431520976,0.80908040869097,0.980475509743435,128.204832764699,502.53170590596,458.863433530684,1.4023529411764704,2.7691304347826087,508.8,244,390.8,235.6,2.4,2.5,23.2,3.4,14,37,8.8,9.9,2.37,2.37,1.51,1.22
11,CNJ02_1_129,R10C13,10,13,4.6,0.4,2.7,1.2,0.3,5.676,4.3,3.7,0.1063,23.758,17.106,2.445,23.3,2.514,1.5,1.1,2,1,1.59887353367515,0.780271995012422,0.990467804915397,93,494.213939739241,455.397697627884,1.388869402548813,2.102222222222222,387.8,513.3,244.8,246.6,2.3,2.2,36.8,51.9,18,25,8.1,10.1,2.11,2.03,1.74,1.7
11,CNJ02_1_13,R8C4,8,4,3.4,0,2,1.1,0.3,3.128,3.861,1.7,0.0777,18.411,15.721,1.798,21.6,2.923,0.5,2,2,0.8,1.40903424376239,0.704498013473049,0.989344637946838,91.7048327646991,456.090844808444,443.614195558365,1.1711087080974494,1.564,216.4,246.8,123.5,173.7,1.9,2,42.8,29.6,22,33,9.7,9,2.15,2.42,2.2,1.65
11,CNJ02_1_130,R10C14,10,14,5.2,1.5,1.2,1.9,0.6,2.319,2.52,3.68571428571429,0.0776,21.182,16.374,2.038,26,2.678,1,1.5,1.88888888888889,1,1.49474016985014,0.743251066346965,0.989569005043558,97.6144982940974,474.805818683563,449.159373002845,1.2936362525955785,1.9325,352.1,388.7,247.6,204.6,2.1,2.8,29.5,47.4,10,35,8.6,9.7,1.93,2.08,1.76,1.93
11,CNJ02_1_131,R10C15,10,15,4.2,0.9,2,0.6,0.7,5.632,2.67,6.6,0.0771,25.97,18.89,3.062,23.2,3.068,1.6,0.3,2.2,0.6,1.52425188681813,0.754709131280887,0.98936170212766,86.4096655293983,466.488052516843,440.148459655565,1.374801482265749,2.816,244.2,278.4,150.7,143.3,2.2,2.6,38.2,48.1,32,37,8.6,8.8,2.4,2.23,1.91,1.51
11,CNJ02_1_132,R10C16,10,16,3.4,0.3,1.9,1.1,0.1,4.412,2.22,NA,0.053900000000000003,23.67,17.53,2.522,29.1,2.697,0.3,1.2,1.4,0.7,1.52425188681813,0.754709131280887,0.98936170212766,86.4096655293983,466.488052516843,440.148459655565,1.3502567027952082,2.3221052631578947,280.8,328.3,176,213,2.3,2.2,37.3,34.9,13,13,8.4,8.8,2.16,2.62,NA,1.06
11,CNJ02_1_133,R10C17,10,17,4.3,0.7,2.7,0.8,0.1,5.455,5.07,1.3,0.0945,21.012,18.132,2.288,25.5,2.59,1.4,1.2,1.7,0.7,1.2971679927595,0.636943880727018,0.99054936611602,121,454.011403266764,451.931961725084,1.158835208471211,2.02037037037037,353.2,349.3,307.5,315.1,1.9,2.4,12.9,9.6,10,27,9.2,8.8,2.65,2.39,2.17,1.55
11,CNJ02_1_134,R10C18,10,18,4.8,1.2,1.8,1.2,0.6,4.065,3.59,NA,0.0647,21.059,17.437,2.339,24.4,2.407,1.3,1.2,1.5,0.8,1.49856091449143,0.744782877979582,0.987409312502399,124,491.441351017001,459.556580711244,1.2077192177553477,2.2583333333333333,400.2,338.5,307.8,182.6,2.1,2.4,22.8,46.1,15,22,8.1,9.5,2.02,2.44,1.3,1.01
11,CNJ02_1_135,R10C19,10,19,4.1,0.6,2.1,1.3,0.1,3.221,2.28888888888889,1.2,0.0493,18.4888888888889,16.6222222222222,1.797,22.4,2.384,1.5,1.1,1.9,0.666666666666667,1.3054580291983,0.642823091549352,0.990868459582338,118.204832764699,460.249727891804,454.011403266764,1.112299465240644,1.5338095238095237,345.9,294,252.7,111,1.6,1.6,26.9,62.2,24,20,7.9,9.9,2.25,2.13,1.51,2.84
11,CNJ02_1_136,R10C20,10,20,5.7,0.2,2.7,2.7,0.1,5.781,3.97,5.5,0.088,20.71,17.93,2.456,23.6,2.879,0.9,1,2,0.6,1.3054580291983,0.642823091549352,0.990868459582338,118.204832764699,460.249727891804,454.011403266764,1.155047406581149,2.141111111111111,597.7,700.3,526.1,552.6,2.1,2.3,11.8,20.9,15,21,8.8,9,2.27,2.07,1.4,1.19
11,CNJ02_1_137,R10C21,10,21,3.6,0.8,2,0.5,0.3,4.507,2.86,1.8,0.0499,24.288,17.817,2.473,19.2,2.975,1.22222222222222,0.8,2,0.5,1.49889954507751,0.744917925537535,0.9905804286477,99,465.101758155723,444.307342738925,1.3631924566425324,2.2535,283.6,421.5,153.8,182.6,2.3,2.4,44.6,56.5,23,31,8.1,9.2,2.23,2.42,2.29,1.77
11,CNJ02_1_138,R10C22,10,22,4,1,1.8,1.1,0.1,3.703,4.31,1.9,0.078,18.853,17.957,2.275,21.4,2.927,1.2,1.3,1.88888888888889,0.6,1.03533900121906,0.259037678099234,0.98906166628554,126.114498294097,409.649983710928,455.397697627884,1.049896976109595,2.0572222222222223,444.4,480,330.1,327.1,1.8,2.1,25.6,31.9,13,42,8.8,9.2,2.53,2.25,1.82,1.76
11,CNJ02_1_139,R10C23,10,23,5.11111111111111,0.333333333333333,2.77777777777778,1.77777777777778,0.222222222222222,4.914,3.27,2.6,0.0826,20.96,16.978,2.101,20.4,2.886,1.3,1,1.8,0.8,1.50594903762707,0.747703182465512,0.989536963055968,90,465.794905336283,442.921048377805,1.2345388149369771,1.7690399999999986,310.1,301.4,252.8,240.6,1.9,2.1,18.4,20.2,25,40,8.1,9.9,2.26,2.31,1.69,1.63
11,CNJ02_1_14,R8C5,8,5,4.22222222222222,0,2,2,0.222222222222222,4.67,4.77,NA,0.0995,21.043,18.311,2.581,27,3.093,0.2,1.7,2,1,1.55970264097694,0.767417376822317,0.989861259338314,89.2048327646991,484.509879211402,449.159373002845,1.1491999344656216,2.335,115.4,429.1,85.5,331.1,1.9,2.3,25.9,22.8,30,40,8.1,9.2,2.67,2.32,2.03,2.12
11,CNJ02_1_140,R10C24,10,24,4,0.4,1.6,1.7,0.3,3.496,2.78,0.8,0.0556,20.3344444444444,18.5555555555556,2.53222222222222,22.9,3.215,1.7,0.5,2,0.7,1.08353044117074,0.385018143450968,0.989938021271712,123.614498294097,417.967749877647,454.011403266764,1.095868263473049,2.185,443.2,403.9,244.6,164.7,2.5,2.4,44.5,59.2,19,58,8.6,8.6,2.38,2.42,0.89,1.14
11,CNJ02_1_141,R10C25,10,25,4.9,0.8,2.5,1.6,0,5.222,2.81,NA,0.0756,21.83,17.19,2.296,20.3,3.24,1.2,1,2,0.3,1.45168329245867,0.724898695926003,0.99038572472407,120.704832764699,483.816732030842,457.477139169564,1.2699243746364164,2.0888,341.2,298.4,204,80.7,2.4,2.3,40.2,72.6,22,34,8.6,8.4,2.1,2.28,1.64,1.92
11,CNJ02_1_142,R10C26,10,26,3.7,0.5,1.9,0.9,0.4,3.893,2.81111111111111,NA,0.0592,21.3,17.27,2.314,28.4,2.891,0.2,1.7,1.8,0.8,1.55970264097694,0.767417376822317,0.989861259338314,89.2048327646991,484.509879211402,449.159373002845,1.23335263462652,2.0489473684210524,369.2,378.7,343.6,265.4,2.5,2.6,6.9,29.7,26,24,8.8,9.2,2.35,2.11,1.33,1.47
11,CNJ02_1_143,R10C27,10,27,5.1,0.3,2.8,1.4,0.6,5.827,2.69,1.7,0.0741,20.73,18.05,2.505,24.5,2.85,0.9,1.2,2.22222222222222,0.4,1.45168329245867,0.724898695926003,0.99038572472407,120.704832764699,483.816732030842,457.477139169564,1.1484764542936288,2.0810714285714287,337.8,424,276.9,300.1,1.9,2,17.5,28.4,19,33,8.8,9.9,2.17,2.38,1.42,1.62
11,CNJ02_1_144,R10C28,10,28,3.8,0.6,2,0.8,0.4,4.537,3.53,1.2,0.0656,20.97,18,2.46,21.9,3.035,0,2,2.1,0.6,1.59887353367515,0.780271995012422,0.990467804915397,93,494.213939739241,455.397697627884,1.165,2.2685,437.5,691.2,286.9,620,1.9,2.6,34,10,24,23,8.4,9.2,2.48,2.25,1.75,1.5
11,CNJ02_1_145,R10C29,10,29,4.6,0.7,2.3,1.5,0.1,4.874,2.9,1.35,0.0639,23.576,18.009,2.596,21.6,3.186,0.9,0.7,1.5,0.8,1.55970264097694,0.767417376822317,0.989861259338314,89.2048327646991,484.509879211402,449.159373002845,1.3091232161696928,2.1191304347826088,480.4,328.7,335.6,198.2,2.3,2.5,30.1,39.5,35,31,7.9,9.5,2.37,2.32,1.77,1.51
11,CNJ02_1_146,R10C30,10,30,6.1,1.7,1.9,2,0.5,4.487,3.74,2.97142857142857,0.081,23.844,18.063,2.743,29.2,2.918,1.2,0.9,2,0.9,1.59887353367515,0.780271995012422,0.990467804915397,93,494.213939739241,455.397697627884,1.3200465039030063,2.3615789473684212,514,576.7,419.2,358.8,2.6,2.5,18.4,37.6,13,47,8.8,8.6,2.33,2.45,2.03,1.46
11,CNJ02_1_147,R10C31,10,31,5.33333333333333,0.555555555555556,2.66666666666667,2.11111111111111,0,4.77,2.65,1.4,0.0648,22.547,17.718,2.489,21.9,2.887,0.1,1.8,2.3,1,1.52824421552716,0.756195564269505,0.988999734476349,87.6144982940974,471.340082780763,442.921048377805,1.272547691613049,1.7887499999999976,317.6,152.6,220.8,23.7,1.9,1.8,30.2,84.1,28,37,7.9,7.9,2.18,2.24,1.1,NA
11,CNJ02_1_148,R10C32,10,32,5.8,1.4,1.7,2,0.7,3.732,2.38,1.4,0.0393,23.805,17.189,2.367,16.6,2.671,0.8,1.2,2.1,0.9,1.57741123800289,0.77337395897078,0.989704873026767,95,491.441351017001,455.397697627884,1.3848973180522426,2.195294117647059,533.3,546.8,387.6,350.2,2,2.1,27.2,35.2,26,34,8.6,9,2.24,2.34,1.67,2.02
11,CNJ02_1_149,R10C33,10,33,4.1,0.5,2.1,1.2,0.3,5.787,2.8,1.56666666666667,0.0688,23.23,18.98,2.954,21.8,2.946,0.5,1.4,2.1,0.5,1.57741123800289,0.77337395897078,0.989704873026767,95,491.441351017001,455.397697627884,1.2239199157007377,2.7557142857142853,461.2,433.4,395.2,201.9,2.4,2.6,14.2,53.1,26,31,8.8,9.5,2.6,2.13,1.58,1.37
11,CNJ02_1_15,R8C6,8,6,5.4,0,2.9,1,1.5,6.482,4.4,NA,0.0991,22.507,18.641,2.642,18.9,3.095,1,0.9,1.9,0.8,1.62156179513594,0.787206555799451,0.989410734011351,102,499.759117183721,456.783991989004,1.2073923072796526,2.2351724137931037,387.1,373.5,336.5,319.4,1.9,2.1,12.6,14.5,7,24,8.8,9.5,2.21,2.22,1.39,1.25
11,CNJ02_1_150,R10C34,10,34,4.11111111111111,0.444444444444444,2.22222222222222,1.22222222222222,0.222222222222222,6.059,3.17,3.5,0.0993,25.56,17.62,2.87,18.1111111111111,3.12,1.2,1,1.6,0.5,1.71542045790164,0.812509851042262,0.985525916944529,118.204832764699,500.45226436428,454.011403266764,1.4506242905788875,2.7265500000000027,299.5,613.3,241.4,245.2,2.3,2.5,19.3,59.8,26,41,8.8,8.4,2.25,2.67,1.5,1.52
11,CNJ02_1_151,R10C35,10,35,5.2,0.9,2.3,1.2,0.8,4.855,2.08,3.4,0.0517777777777778,25.09,17.572,2.673,22.1,2.87,1.1,1,2.4,0.6,1.54673319704031,0.762893720654598,0.990919496375429,92.5,483.816732030842,449.852520183405,1.4278397450489415,2.1108695652173917,588,361.9,485.6,221.9,2.1,2.3,17.4,38.7,18,42,7.9,9.7,2.3,2.37,1.98,1.91
11,CNJ02_1_152,R10C36,10,36,4,0.2,2.2,1.3,0.3,4.291,3.11,1.1,0.0532,18.865,18.03,2.24,24.9,3.045,1.3,1,1.3,0.4,1.03081102234105,0.242665902303273,0.989289934062583,124.704832764699,404.104806266448,453.318256086204,1.0463117027176925,1.9504545454545454,308.1,899.1,227.3,730.2,2,2.2,26.1,18.6,22,19,7.7,8.6,2.64,2.57,1.73,1.5
11,CNJ02_1_153,R10C37,10,37,4.2,0.8,2.2,0.8,0.4,5.213,4.597,2.125,0.0998,23.922,18.057,2.668,28.6,2.96,0.7,1,1.9,0.9,1.57510116488763,0.772610878158892,0.990498721715572,91.4096655293983,484.509879211402,447.079931461165,1.3248047848479816,2.369545454545454,402.8,187.2,317.1,103.3,2.3,2.1,21.3,44.8,13,29,9.2,8.8,2.26,2.56,1.48,1.41
11,CNJ02_1_154,R10C38,10,38,4.44444444444444,1.11111111111111,2.44444444444444,0.555555555555556,0.333333333333333,5.61,2.51111111111111,1.6,0.0605555555555556,22.276,18.285,2.587,16.4,2.979,0.4,1,1.9,0.6,1.51732518228748,0.752095178004706,0.984841525034451,121.409665529398,495.600234100361,463.715463794603,1.2182663385288488,2.295000000000004,452.3,592.1,312.9,474,2.1,2.2,30.7,19.9,44,18,9.5,9.7,2.22,2.22,1.52,1.32
11,CNJ02_1_155,R10C39,10,39,4.6,1,2.2,1.1,0.3,4.229,3,1.45,0.0482,21.818,16.68,2.086,19.6,2.743,0.8,1.4,2,0.9,1.57741123800289,0.77337395897078,0.989704873026767,95,491.441351017001,455.397697627884,1.308033573141487,1.9222727272727271,246.3,393.7,226.9,316.7,1.7,2.3,7.8,19.6,20,49,7.7,9.2,2.28,2.4,1.79,2.01
