year,accession_name,accession,row,column,BL,BW,BM,NS,NP,NB,TBM,TY,SFY,MFW,PFR,Tacy,Brix,TA,PAC
2011,CNJ02_1_8,R7C53,7,53,22.551,17.787,2.602,21,6.66666666666667,2.77777777777778,6.428,725.35,581.25,2.25,19.25,26,8.15,2.395,1.375
2011,CNJ02_1_80,R9C17,9,17,20.835,17.872,2.434,22.1,4.8,1.6,3.894,506,425.25,2.5,16.35,22.5,8.05,2.1950000000000003,1.815
2011,CNJ02_1_81,R9C18,9,18,22.868,18.367,2.834,21.9,4.3,2.1,5.155,690.95,515.95,2.65,25.9,26.5,8.25,2.71,1.6
2011,CNJ02_1_82,R9C19,9,19,23.81,17.49,2.832,22.2,4.5,1.6,3.836,425.05,254.15,2.65,40.2,24,8.35,2.485,1.76
2011,CNJ02_1_83,R9C20,9,20,23.15,18.82,2.706,22.8,3.4,1.6,4.181,344.3,281.6,2.25,18.15,15.5,8.899999999999999,2.535,2.06
2011,CNJ02_1_84,R9C21,9,21,20.007,16.497,1.898,21,3.3,2,3.601,253.75,171.2,1.85,35.15,30,8.7,2.335,2.065
2011,CNJ02_1_85,R9C22,9,22,22.589,17.093,2.389,21.7,5.22222222222222,2.33333333333333,4.808,501,333.79999999999995,2.05,31.9,25.5,8.8,2.2699999999999996,1.295
2011,CNJ02_1_86,R9C23,9,23,25.17,16.994,2.617,20.5,5.2,2.1,4.951,346.5,265.1,2.1500000000000004,25.9,32.5,9.1,2.4850000000000003,1.04
2011,CNJ02_1_87,R9C24,9,24,25.637,17.629,2.837,25.2,5.1,3.2,7.293,617.15,506.04999999999995,2.05,18.1,14,8.4,2.545,1.335
2011,CNJ02_1_88,R9C25,9,25,25.818,19.036,3.0911,20.3,4,1.5,4.449,438.90000000000003,368.05,2.85,15.55,33.5,8.8,2.205,1.635
2011,CNJ02_1_89,R9C26,9,26,25.289,16.641,2.415,18.7,3.1,1.7,3.731,289.3,215.75,2.25,25.35,37.5,8.600000000000001,2.355,1.87
2011,CNJ02_1_9,R7C54,7,54,25.835,17.762,2.849,25.5,5.33333333333333,2.33333333333333,5.783,698.9,533.2,2.4000000000000004,23.55,27.5,8.05,2.395,1.6349999999999998
2011,CNJ02_1_90,R9C27,9,27,24.2,17.96,2.656,21.7,4.7,2.2,4.919,383.25,300.45000000000005,2.3,21.35,37.5,8.55,2.4299999999999997,1.83
2011,CNJ02_1_91,R9C28,9,28,25.04,19.93,3.328,29.8,3,1.6,5.226,220.65,109.6,2.6,49.75,NA,NA,NA,2.01
2011,CNJ02_1_92,R9C29,9,29,23.308,17.997,2.581,19.3,5.55555555555556,1.77777777777778,4.359,544.45,424,2.3499999999999996,22.200000000000003,27.5,8.8,2.48,1.175
2011,CNJ02_1_93,R9C30,9,30,22.014,18.064,2.468,23.4,4.2,2.4,5.441,405.70000000000005,255.35,2.25,36.05,30.5,9,2.22,1.89
2011,CNJ02_1_94,R9C31,9,31,25.31,18.51,3.1,20.9,4.66666666666667,2,6.198,500.04999999999995,235.14999999999998,2.4,49.4,27.5,48.5,2.4050000000000002,1.205
2011,CNJ02_1_95,R9C32,9,32,21.58,16.99,2.293,20.3,4.9,1.7,3.816,226.75,110.19999999999999,1.85,51.4,27,8.600000000000001,2.2199999999999998,1.5899999999999999
2011,CNJ02_1_96,R9C33,9,33,21.725,18.243,2.561,19.8,4.1,1.9,4.132,350.9,276.85,2.1,20.45,38.5,9.7,2.665,1.4849999999999999
2011,CNJ02_1_97,R9C34,9,34,20.43,17.438,2.152,20.6,4.4,2.1,4.189,349.2,306.29999999999995,1.9500000000000002,11.25,42,8.899999999999999,2.0700000000000003,1.195
2011,CNJ02_1_98,R9C35,9,35,27.19,18.19,2.7193,22.7,4.1,2,4.9501,501.79999999999995,237.4,2.3,48.7,15.5,7.800000000000001,2.67,1.62
2011,CNJ02_1_99,R9C36,9,36,22.51,18.19,2.6235,28.8,4.3,1.9,4.578,462.04999999999995,290.6,2.2,34.9,26,7.55,1.99,1.475
2012,CNJ02_1_1,R7C46,7,46,24.13,17.98,2.8985,18.5,3.1,2,4.9589,227.95,192.39999999999998,2.4000000000000004,18.45,30.5,8.15,2.615,2.02
2012,CNJ02_1_10,R8C1,8,1,18.01,15.35,1.7619,18.1,3.4,2.2,3.1433,112.7,93.1,1.5,16.5,44.5,9.149999999999999,2.58,1.6549999999999998
2012,CNJ02_1_100,R9C37,9,37,20.65,17.82,2.4444,18.8,3.5,1.8,4.0899,316.05,153.55,2.25,49.5,47.5,9.15,2.375,1.51
2012,CNJ02_1_101,R9C38,9,38,23.72,18.89,3.1882,21.1,2.7,1.9,5.7009,496.04999999999995,381.95000000000005,2.6,23.55,38,9.15,2.285,1.275
2012,CNJ02_1_102,R9C39,9,39,21.05,17.24,2.2297,20.3,3.125,1.875,4.0748,391.1,319.5,2.45,16.55,25,8.9,2.65,1.29
2012,CNJ02_1_103,R9C40,9,40,22.77,17.8,2.7064,19.2,3.3,2.4,5.8469,308.35,178.6,2.25,37.2,18.5,9.45,2.5549999999999997,1.095
2012,CNJ02_1_104,R9C41,9,41,24.51,16.86,2.6133,14.3,2.875,2,4.9543,153.6,61.8,2.0999999999999996,59.150000000000006,23,9.15,2.69,1.69
2012,CNJ02_1_105,R9C42,9,42,21.94,18.07,2.7508,28.8,3.75,2.75,6.5808,309.4,191.55,2.4,34.6,28,8.899999999999999,2.5999999999999996,1.435
2012,CNJ02_1_106,R9C43,9,43,21.95,18.9,2.8027,27.5,4.2,2.1,4.8812,220.35,58.2,1.85,71.9,43,9.15,2.7,1.275
2012,CNJ02_1_107,R9C44,9,44,26.4,17.63,2.8869,20.2,2.7,1.8,4.4758,77.85,4.7,2.25,94.45,NA,NA,NA,NA
2012,CNJ02_1_108,R9C45,9,45,25.3777777777778,17.4555555555556,2.92,16.6666666666667,3.22222222222222,1.77777777777778,4.29788888888889,86.9,22.55,2.4000000000000004,77.19999999999999,NA,NA,NA,NA
2012,CNJ02_1_109,R9C46,9,46,24.2,17.48,2.8078,23.3,2.9,2.1,5.6048,137.85000000000002,65.5,2.5,49.7,43,9.55,2.5250000000000004,1.795
2012,CNJ02_1_11,R8C2,8,2,21.42,14.32,1.7655,16.3,4.33333333333333,2.22222222222222,3.0638,179.25,124,1.75,27.7,29.5,7.45,2.45,1.8399999999999999
2012,CNJ02_1_110,R9C47,9,47,23.43,17.19,2.5525,21.8,3.6,1.7,3.8285,325,190.4,2.2,36.65,36,9.1,2.715,1.62
2012,CNJ02_1_111,R9C48,9,48,22.23,17.52,2.5724,16.6,4,2.2,4.8031,292.3,108.9,2.45,61.349999999999994,46,10.45,2.775,1.815
2012,CNJ02_1_112,R9C49,9,49,24.42,17.51,2.6909,17.1,4.1,2.3,5.2778,353.5,150.85,2.5,58,29.5,9.25,2.435,1.325
2012,CNJ02_1_113,R9C50,9,50,25.11,18.18,2.9121,27,4.2,2.2,5.5105,269.75,71.7,2.4,73.05000000000001,25,9.35,2.41,1.13
2012,CNJ02_1_114,R9C51,9,51,21.38,15.33,2.0912,15.2,2.9,1.6,3.0525,130.6,50.6,2.5,61.05,24,9.6,2.835,1.3
2012,CNJ02_1_115,R9C52,9,52,21.71,17.27,2.5569,19,3.5,1.9,4.4931,420.55,275.5,2.45,32.35,26.5,8.6,2.32,1.2349999999999999
2012,CNJ02_1_116,R9C53,9,53,21.87,16.85,2.466,18.8,3.8,1.9,5.3591,381.04999999999995,217.85000000000002,2.45,47.5,34,8.15,2.715,1.575
2012,CNJ02_1_117,R9C54,9,54,24.2222222222222,18.7555555555556,3.1995,17.8,2.8,2,5.6864,148.35,118.65,2.9,19.45,15.5,8.15,2.66,1.21
2012,CNJ02_1_118,R10C2,10,2,22.03,16.35,2.3119,14.3,3.3,1.9,3.9148,214.35,168,1.95,28.799999999999997,29.5,7.9,2.5700000000000003,2.005
2012,CNJ02_1_119,R10C3,10,3,17.33,14.34,1.5035,16.2,4,1.8,2.3866,27.9,11.3,1.4500000000000002,59.25,NA,NA,NA,NA
2012,CNJ02_1_12,R8C3,8,3,20.46,14.89,1.6221,11.8,4.25,2.375,2.939,252.25,218.9,1.65,7.85,33.5,9.6,2.5549999999999997,1.69
2012,CNJ02_1_120,R10C4,10,4,17.45,16.27,1.8465,16.5,4,2.4,3.5747,118.9,78.19999999999999,1.95,33.5,25,8.65,2.84,1.595
2012,CNJ02_1_121,R10C5,10,5,19.12,16.89,2.0884,25.5,3.2,2.1,3.9177,272,218.39999999999998,1.9,20.85,25.5,8.55,2.775,1.7999999999999998
2012,CNJ02_1_122,R10C6,10,6,23.25,16.55,2.364,16.7,3.5,1.8,3.9632,122.6,96.4,1.75,21.1,19.5,9.15,2.48,1.25
2012,CNJ02_1_123,R10C7,10,7,18.7,14.85,1.5516,16.4,4.8,2.3,2.888,77.05,49.150000000000006,1.4,34.85,22,9,2.1399999999999997,1.775
2012,CNJ02_1_124,R10C8,10,8,22.12,15.75,1.9761,20.4,3.2,2.1,3.6077,117.95,102.80000000000001,1.85,12.149999999999999,32,9.5,2.15,1.76
2012,CNJ02_1_125,R10C9,10,9,20.31,17.21,2.1753,22.7,3.9,1.5,3.1612,78.4,36.3,1.75,60.35,30.5,9.9,2.4699999999999998,NA
2012,CNJ02_1_126,R10C10,10,10,21.33,15.12,1.8604,16.7,3,1.8,3.1744,64.55,34.05,1.9,45.349999999999994,39,9.7,2.4050000000000002,1.77
2012,CNJ02_1_127,R10C11,10,11,20.99,15.91,1.9798,21.6,4.1,2.3,3.8201,211.4,148.55,1.75,25.75,23.5,8.55,2.285,1.625
2012,CNJ02_1_128,R10C12,10,12,23.65,16.991,2.7177,17.7,3,1.7,4.1331,199.2,178.7,2.45,8.75,27.5,9.25,2.585,1.315
2012,CNJ02_1_129,R10C13,10,13,22.55,16.31,2.1768,16.7,3.57142857142857,1.42857142857143,3.5497,124.9,89.55,1.9,26.5,37,10.25,2.24,1.6800000000000002
2012,CNJ02_1_13,R8C4,8,4,17.68,15.02,1.6201,14.4,3.4,1.9,3.1555,191.1,142.3,1.5,24,28.5,10.05,3.135,2.175
2012,CNJ02_1_130,R10C14,10,14,20.71,15.97,2.1336,19.4,3.1,2,3.7548,133.15,104.8,2,17.55,29,10.15,2.2800000000000002,1.835
2012,CNJ02_1_131,R10C15,10,15,21.2555555555556,16.2333333333333,2.23644444444444,21.1111111111111,3,2.11111111111111,3.61788888888889,74.65,39.3,1.4,58.150000000000006,35,9,2.5549999999999997,1.375
2012,CNJ02_1_132,R10C16,10,16,24.34,17.55,2.6513,24.6,3.2,2.3,5.6583,115.4,50.95,1.9,51.55,19,8.35,2.51,1.795
2012,CNJ02_1_133,R10C17,10,17,21.08,17.22,2.2373,22.4444444444444,3.9,2.4,4.4897,188.1,158.39999999999998,2.2,13.4,33.5,9.5,2.5,1.335
2012,CNJ02_1_134,R10C18,10,18,20.06,16.71,2.1634,17.7,4,2,3.9529,403.29999999999995,372.4,1.95,6.55,25,9.55,2.73,1.205
2012,CNJ02_1_135,R10C19,10,19,19.56,16.5,1.903,19.1,3.22222222222222,1.66666666666667,3.2188,113.25,90.6,1.65,18.9,35.5,10.35,2.4050000000000002,1.5750000000000002
2012,CNJ02_1_136,R10C20,10,20,19.89,16.75,2.203,20.4,4.3,2.6,5.2926,519.6,470,2.15,9.8,32.5,9.55,2.405,1.23
2012,CNJ02_1_137,R10C21,10,21,25.92,17.89,3.0201,16.5,3.7,2.6,6.5023,150.7,112,2.15,29.55,46,8.8,2.8,1.75
2012,CNJ02_1_138,R10C22,10,22,19.01,17.17,2.0918,14.2,3.3,1.6,2.9297,124.8,65.35,2,46.05,57.5,9.9,2.62,NA
2012,CNJ02_1_139,R10C23,10,23,21.56,17.04,2.4925,17.5,3.9,1.9,3.5729,221.2,190.2,1.9,13.649999999999999,23.5,9.35,2.635,1.315
2012,CNJ02_1_14,R8C5,8,5,17.195,15.66,1.8725,21.3,3.5,2.2,3.6946,147.35000000000002,114.85000000000001,1.9000000000000001,22.75,34.5,8.7,2.74,2
2012,CNJ02_1_140,R10C24,10,24,19.35,17.25,2.2469,17.9,4.9,2.3,4.3054,214.95,87.65,2.05,55.25,44.5,8.55,2.185,1.4
2012,CNJ02_1_141,R10C25,10,25,22.45,17.56,2.4911,17.2,3.4,1.7,3.8941,27.4,2.9,NA,49.5,38,9.15,2.5999999999999996,NA
2012,CNJ02_1_142,R10C26,10,26,22.11,17.88,2.8325,26.4,4.5,1.7,4.2658,191.75,172.05,2.4,6.2,30.5,9.05,2.425,1.095
2012,CNJ02_1_143,R10C27,10,27,20.81,16.47,2.3033,18.4,4.2,2.5,4.4701,235.7,158,2.05,32.5,37,9.7,2.5700000000000003,1.375
2012,CNJ02_1_144,R10C28,10,28,20.2,16.97,2.2234,18.5,3.6,2.2,4.2927,160.2,124.05,2.15,30.5,32,10.2,2.4000000000000004,1.35
2012,CNJ02_1_145,R10C29,10,29,25.38,18.44,3.0488,19,3.9,2.1,5.5402,220.7,159,1.95,27.35,43,9.8,2.55,1.395
2012,CNJ02_1_146,R10C30,10,30,24.17,18.21,2.9957,28.6,4.1,2.3,5.443,269.25,129.95,2.1,50.85,39.5,8.899999999999999,2.3499999999999996,1.745
2012,CNJ02_1_147,R10C31,10,31,23.37,16.1,2.2694,17.7,3.44444444444444,2,4.253,164,90.65,1.9500000000000002,43,24.5,9.649999999999999,2.385,NA
2012,CNJ02_1_148,R10C32,10,32,24.369,17.168,2.5948,14.4,3.3,1.8,4.3636,369.25,183.35,2.3,53.099999999999994,45,8.6,2.43,1.7149999999999999
2012,CNJ02_1_149,R10C33,10,33,22.9,17.3,2.8086,14.1,4.6,2.5,6.1992,307.9,169.2,2.3499999999999996,42.85,42.5,9.350000000000001,2.38,1.2850000000000001
2012,CNJ02_1_15,R8C6,8,6,20.65,17.33,2.3856,14.5,3.8,2.3,4.7445,171.7,158.8,1.7,5.2,23,10,2.455,1.2349999999999999
2012,CNJ02_1_150,R10C34,10,34,22.12,14.72,1.918,6.4,2.8,1.9,3.5944,216.25,33.75,1.8,82,56.5,9.25,2.665,1.9
2012,CNJ02_1_151,R10C35,10,35,24.21,15.72,2.3661,18.9,3,1.3,2.8562,215.8,148.85,2.05,30.6,49,9.9,2.395,1.71
2012,CNJ02_1_152,R10C36,10,36,17.2555555555556,15.3888888888889,1.59333333333333,10.3333333333333,2.22222222222222,1.44444444444444,2.246,359.35,253.25,1.9,29.200000000000003,30,9,2.2800000000000002,1.685
2012,CNJ02_1_153,R10C37,10,37,20.32,14.92,1.8205,18.6,2.3,1.5,2.732,161.6,83.35,2.05,47.2,36,8.45,2.5949999999999998,1.69
2012,CNJ02_1_154,R10C38,10,38,23.17,17.29,2.4456,17.8,4.7,2.5,5.3599,249.29999999999998,183.15,1.85,25,26.5,9.65,2.2,1.3599999999999999
2012,CNJ02_1_155,R10C39,10,39,22.79,17.26,2.4657,17.3333333333333,4.4,2.3,4.7641,201.05,126.85,2,38.5,46.5,10.25,2.495,2.21
2012,CNJ02_1_156,R10C40,10,40,27.28,17.82,3.1401,16.2,3.8,2.5,6.6068,186.35000000000002,63.7,2.45,66.9,31.5,8.899999999999999,2.365,1.9900000000000002
2012,CNJ02_1_157,R10C41,10,41,21.51,16.85,2.4553,21,3.1,1.6,3.4444,108.25,72.6,2.35,32.8,28.5,8.600000000000001,2.585,1.575
2012,CNJ02_1_16,R8C7,8,7,22.81,17.02,2.4042,16.7,3.6,1.6,3.7958,231.55,187.55,2.1500000000000004,13.95,30.5,9.350000000000001,2.46,1.31
2012,CNJ02_1_17,R8C8,8,8,21.37,17.73,2.7498,28.3,3.7,2.4,5.5172,118.4,86.95,2.25,18.55,31,8.35,2.7,1.8
2012,CNJ02_1_18,R8C9,8,9,19.1,17.54,2.2911,27.8,3.7,1.9,3.8456,372.25,356.9,2.15,2.35,24.5,8,2.41,1.63
2012,CNJ02_1_19,R8C10,8,10,17.03,15.56,1.8592,13.9,4.3,2.5,3.7714,191.15,177.65,1.5,5.55,27.5,9.25,2.1550000000000002,1.5499999999999998
2012,CNJ02_1_2,R7C47,7,47,23.78,17.77,2.9772,15.9,3,1.9,4.8397,228.04999999999998,159.9,2.45,32.95,56,8.899999999999999,2.48,1.62
2012,CNJ02_1_20,R8C11,8,11,22.27,16.76,2.4227,19,4.55555555555556,2.22222222222222,4.6317,216.95,203.35,1.8,5.75,19,8.95,2.825,1.62
2012,CNJ02_1_21,R8C12,8,12,18.79,14.26,1.5577,10.6,4.3,1.7,2.4545,202.3,193.45,1.7000000000000002,2.65,38.5,9.15,2.59,1.81
2012,CNJ02_1_22,R8C13,8,13,19.74,15.56,1.6926,15,3.1,2.1,3.0731,127.6,108.80000000000001,1.85,11.75,37.5,8.9,2.455,1.49
2012,CNJ02_1_23,R8C14,8,14,23.61,17.36,2.86,18.2,2.9,1.6,4.3794,259.6,162.5,2.8,32.85,25,8,2.245,1.495
2012,CNJ02_1_24,R8C15,8,15,25.96,17.39,2.5863,20.2,4.1,2.7,5.5142,384.95,357.54999999999995,2.35,6.15,24.5,8.8,2.54,1.51
2012,CNJ02_1_25,R8C16,8,16,25.27,16.95,2.8788,21.9,2.7,1.8,4.5501,176.9,117.35000000000001,2.3499999999999996,33.4,31.5,9.25,2.73,1.815
2012,CNJ02_1_26,R8C17,8,17,19.4,17.34,2.2459,13.8,3,1.88888888888889,4.627,234.8,219.5,1.7999999999999998,4.75,23,9.1,2.5,1.48
2012,CNJ02_1_27,R8C18,8,18,23.28,18.05,2.8139,20.5,2.9,1.6,4.1744,336.65,294.54999999999995,2.6500000000000004,9.6,35.5,8.35,2.59,1.3
2012,CNJ02_1_28,R8C19,8,19,23,17.72,2.5132,17.8,4.42857142857143,3.14285714285714,6.6553,215.45,160.2,1.9,22.8,20.5,9,2.81,2.23
2012,CNJ02_1_29,R8C20,8,20,20.75,16.77,2.0832,23.7,3.6,2,3.6567,324.45,271.6,2.1,13.85,NA,NA,NA,1.28
2012,CNJ02_1_3,R7C48,7,48,24.81,17.17,2.7903,23.5,3.7,2.3,5.4305,390.45000000000005,241.1,2.45,39.75,23.5,9.5,2.95,1.17
2012,CNJ02_1_30,R8C21,8,21,22.35,17.29,2.3487,18.7,5,2.2,4.7792,191.2,179.3,1.95,4.7,15.5,9.6,2.895,1.6400000000000001
2012,CNJ02_1_31,R8C22,8,22,23.47,17.88,2.8195,17,3.8,2.5,5.6856,229.89999999999998,163.35000000000002,2.55,27.35,17.5,9.15,2.56,1.26
2012,CNJ02_1_32,R8C23,8,23,22.77,17.1,2.5101,24.1,5.11111111111111,2,4.3737,183.4,168.75,2.3,5.35,30.5,9.65,2.76,1.5150000000000001
2012,CNJ02_1_33,R8C24,8,24,21.95,17.31,2.7088,22.4,3.6,1.9,4.4436,168.15,140.35,2.05,16.599999999999998,37.5,8.45,2.5949999999999998,1.62
2012,CNJ02_1_34,R8C25,8,25,22.98,17.84,2.6133,18.5,3.2,1.7,3.6754,200.25,155.6,1.95,17.95,33.5,9.7,2.685,1.72
2012,CNJ02_1_35,R8C26,8,26,22.13,17.65,2.7374,16.8,3.1,2.4,5.7744,106.69999999999999,55.25,2.1500000000000004,45.05,45,8.35,2.455,1.6949999999999998
2012,CNJ02_1_36,R8C27,8,27,20.3,16.7,2.1616,18,4.6,1.7,3.5271,153.5,123.75,2.05,16.75,33.5,9.8,2.36,1.26
2012,CNJ02_1_37,R8C28,8,28,24.15,17.97,3.0079,17.8,3.4,2.1,5.5789,148.6,89,2.3499999999999996,34.15,35.5,10.2,2.5,1.315
2012,CNJ02_1_38,R8C29,8,29,23.53,19.24,3.2969,22.1,3.1,2.1,6.3396,319.65,278.9,3,12.600000000000001,38.5,9.5,2.4349999999999996,1.185
2012,CNJ02_1_39,R8C30,8,30,22.02,17.43,2.7887,18.2,3.9,1.8,4.5388,200.55,98.85,2.7,53.150000000000006,39.5,9.1,2.4450000000000003,1.49
2012,CNJ02_1_4,R7C49,7,49,20.78,16.21,2.2328,16.2,3.1,2.3,4.3994,239.5,120.3,2.4,49.15,27.5,10.649999999999999,2.835,1.225
2012,CNJ02_1_40,R8C31,8,31,20.01,16.7,2.1371000000000002,10.9,3.8,2.4,4.7973,102.1,73,2.2,27.65,22,9.600000000000001,2.805,1.215
2012,CNJ02_1_41,R8C32,8,32,22.47,16.96,2.4183,18.6,5.1,3,5.8302,260.65,181.6,2.05,31.65,27.5,10.75,2.5,1.295
2012,CNJ02_1_42,R8C33,8,33,20.97,17.75,2.4148,12.7,1.9,1.3,2.9154,162.65,141.25,2.1500000000000004,11.5,26,9.55,2.575,1.2850000000000001
2012,CNJ02_1_43,R8C34,8,34,22.48,15.73,2.0572,8,2.9,1.6,3.1089,317.4,87.75,1.85,67.15,38.5,9.55,2.695,1.67
2012,CNJ02_1_44,R8C35,8,35,23.81,17.11,2.6773,18.1,3.2,1.8,4.1566,221,103.05,2.15,53.2,40,9.55,2.37,1.82
2012,CNJ02_1_45,R8C36,8,36,21.89,17.72,2.5558,11.7,3.5,1.4,3.6889,209.85000000000002,77.25,1.85,63.35,24,10.1,2.575,1.595
2012,CNJ02_1_46,R8C37,8,37,22.44,17.98,2.732,18,3.4,2.2,5.3906,322.15,204.05,2.3499999999999996,35.15,39.5,9.350000000000001,2.695,1.51
2012,CNJ02_1_47,R8C38,8,38,22.51,17.06,2.5181,20.1,3.6,2.7,5.8998,394.75,253.3,2.25,35.8,26.5,8.6,2.835,1.62
2012,CNJ02_1_48,R8C39,8,39,24.03,17.53,2.7733,18.1,3.2,1.8,4.5625,130.65,81.6,2.6500000000000004,32.95,33.5,9.25,2.84,1.295
2012,CNJ02_1_49,R8C40,8,40,20.72,16.43,2.116,17.3,4.25,1.75,3.764,261.9,181.35,1.85,28.25,37,8.25,2.29,1.44
2012,CNJ02_1_5,R7C50,7,50,22.83,16.57,2.3819,12.2,4.6,2.6,5.1277,268.25,183.25,2.2,33.35,30,8.45,2.435,1.405
2012,CNJ02_1_50,R8C41,8,41,20.18,17.2,2.4314,20.7,2.7,1.7,3.5902,198.75,30.349999999999998,2.15,84,23.5,8.350000000000001,2.6100000000000003,1.6600000000000001
2012,CNJ02_1_51,R8C42,8,42,23.91,18.21,2.9166,20.8,4.3,2.5,6.5677,338.35,249,2.75,25.85,21,9.25,2.495,1.165
2012,CNJ02_1_52,R8C43,8,43,20.33,16.75,2.2414,16.6,3.8,2.1,4.0699,202.8,111.85,1.9500000000000002,46.15,32,9.7,2.69,1.5899999999999999
2012,CNJ02_1_53,R8C44,8,44,22.16,18.05,2.6882,17,3.6,1.8,4.2292,396.65,274.6,2.3499999999999996,31.799999999999997,31.5,8.35,2.505,1.22
2012,CNJ02_1_54,R8C45,8,45,20.49,16.32,2.1247,10.3,3.5,2.3,4.0461,249.1,209.65,1.9500000000000002,12.85,21.5,9.15,2.88,1.895
2012,CNJ02_1_55,R8C46,8,46,25.48,16.18,2.4944,21.8,3.3,2,4.4979,277.2,204.4,2.55,24.45,36,9.7,2.73,1.67
2012,CNJ02_1_56,R8C47,8,47,20.44,17.5,2.6373,20.7,2.7,1.5,3.848,177.65,134,2.55,32.9,33,9.15,2.75,1.305
2012,CNJ02_1_57,R8C48,8,48,26.225,18.7666666666667,3.312875,17.2222222222222,4.66666666666667,2.88888888888889,8.94888888888889,248.4,103.80000000000001,2.9,56.85,54.5,8.350000000000001,2.645,1.545
2012,CNJ02_1_58,R8C49,8,49,24.1,16.89,2.8194,18.6,3.7,2.5,5.8692,301.8,125.10000000000001,2.6500000000000004,59.5,44,9.75,2.65,1.7200000000000002
2012,CNJ02_1_59,R8C50,8,50,18.96,16.95,2.0696,14.3,5.1,2.1,3.5075,412.55,256.4,2.0999999999999996,38.3,30.5,9.7,2.705,1.2850000000000001
2012,CNJ02_1_6,R7C51,7,51,20.96,17.31,2.235,19.1,4.2,2.8,5.6482,332.1,158.05,2.3,47.75,32,10.45,2.475,1.415
2012,CNJ02_1_60,R8C51,8,51,25.7,17.9888888888889,3.0951,17,2.9,1.4,4.2194,179,59.4,2.35,65.75,33,9.35,2.77,1.365
2012,CNJ02_1_61,R8C52,8,52,22.85,15.86,2.3771,19.7,2.7,1.4,3.133,368.75,254.85000000000002,2.25,27.2,26,8.15,2.385,1.565
2012,CNJ02_1_62,R8C53,8,53,20.2111111111111,16.4111111111111,2.0778,24.3,4,2.5,4.6204,124,86.4,1.9,31,26,9.15,2.5700000000000003,1.775
2012,CNJ02_1_63,R8C54,8,54,20.9888888888889,17.93,2.43044444444444,18.9,2.8,2.5,5.8664,298.1,264.2,2.55,11.2,44.5,8.6,2.6550000000000002,2.235
2012,CNJ02_1_64,R9C1,9,1,17.32,13.95,1.4447,15,3.5,2.4,2.9194,142.4,126.89999999999999,1.5499999999999998,8.75,38.5,8.9,2.165,1.565
2012,CNJ02_1_65,R9C2,9,2,20.57,15.53,2.0615,18.1,4.2,2,3.3376,110.8,62.400000000000006,1.25,39.8,25.5,8.95,2.125,1.9849999999999999
2012,CNJ02_1_66,R9C3,9,3,19.41,15.3,1.7517,16.5,2.6,1.6,2.3745,159.45,132.35,1.7999999999999998,11.7,42.5,9.15,2.57,1.26
2012,CNJ02_1_67,R9C4,9,4,18.74,14.51,1.5453,11.7,3.9,2.6,3.5381,149.05,96,1.4,34.75,47,10.3,2.425,1.74
2012,CNJ02_1_68,R9C5,9,5,21.23,17.73,2.479,23.6,3.4,2.5,5.1565,339.3,307.7,2.3499999999999996,6.15,37.5,8.05,2.44,1.44
2012,CNJ02_1_69,R9C6,9,6,23.02,17.19,2.3465,19.1,3.44444444444444,1.44444444444444,3.0766,158.75,130.8,1.7999999999999998,15.1,40.5,8.35,2.4349999999999996,1.9849999999999999
2012,CNJ02_1_7,R7C52,7,52,20.8,17.05,2.3879,19.8,3.7,2,4.1735,85.5,47.8,2.1500000000000004,43.7,44.5,8.55,2.725,1.97
2012,CNJ02_1_70,R9C7,9,7,18.7222222222222,16.0444444444444,1.79311111111111,19.2222222222222,3.5,2.125,3.403,136.60000000000002,128.2,1.7999999999999998,4.9,31,9.7,2.5650000000000004,1.49
2012,CNJ02_1_71,R9C8,9,8,22.1,16.65,2.2622,21.4,4,2.2,4.3902,223.25,201.5,1.3,8.85,30.5,9,2.425,1.35
2012,CNJ02_1_72,R9C9,9,9,26,18.06,3.0559,21.1,3.5,2.5,6.2905,260.1,236.1,2.55,9.3,29.5,7.5,2.7350000000000003,1.525
2012,CNJ02_1_73,R9C10,9,10,19.22,15.56,1.8315,10.4,3.1,1.2,2.1117,62.5,51.650000000000006,1.8,17.55,28,8.35,2.45,1.8399999999999999
2012,CNJ02_1_74,R9C11,9,11,18.68,17.02,1.9483,19.1,3.6,1.8,3.2371,163.4,131.35000000000002,1.7,18.45,55,10.350000000000001,2.54,1.245
2012,CNJ02_1_75,R9C12,9,12,20.03,15.21,1.9363,10.9,4.5,1.9,3.4966,199.5,181.25,2.25,8.7,41,9.350000000000001,2.49,1.335
2012,CNJ02_1_76,R9C13,9,13,21.62,17.99,2.5383,19.7,3.8,1.9,4.3649,193.64999999999998,138.6,2.25,26.5,41,39.25,2.37,1.62
2012,CNJ02_1_77,R9C14,9,14,25.79,17.81,3.037,26,2.6,1.2,3.2874,138.7,103.25,2.6,22.35,29,9,2.335,1.78
2012,CNJ02_1_78,R9C15,9,15,23.86,17.29,2.6755,12.3,4.3,2.5,5.3409,255.55,169.8,2.2,28.4,40.5,8.7,2.6399999999999997,1.755
2012,CNJ02_1_79,R9C16,9,16,22.66,19.56,3.23,25.3,3.4,1.5,4.1899,187.5,154.55,2.2,17.15,26,9.9,2.455,1.695
2012,CNJ02_1_8,R7C53,7,53,20.64,16.83,2.4662,19.6,2.5,2.1,4.8502,223.75,82.7,2.3,62,29,9.7,2.5949999999999998,1.4100000000000001
